Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
PI,Impinj Inc. Common Stock,$58.01,4.05,7.506%,1436598971,240380,Public Utilities,Telecommunications Equipment,
PIII,P3 Health Partners Inc. Class A Common Stock,$6.64,0.15,2.311%,1617529318,75039,,,
PIIIW,P3 Health Partners Inc. Warrant,$1.2514,-0.0386,-2.992%,0,350,,,
PIK,Kidpik Corp. Common Stock,$1.55,-0.03,-1.899%,11807643,100406,Consumer Non-Durables,Department/Specialty Retail Stores,
PINC,Premier Inc. Class A Common Stock,$35.70,0.47,1.334%,4251259280,354373,Health Care,Managed Health Care,
PIXY,ShiftPixy Inc. Common Stock,$0.64,0.0167,2.679%,21543393,982901,Technology,Diversified Commercial Services,
PKBK,Parke Bancorp Inc. Common Stock,$22.99,-0.18,-0.777%,273445842,11149,Finance,Major Banks,
PKOH,Park-Ohio Holdings Corp. Common Stock,$15.09,0.43,2.933%,190135373,26648,Capital Goods,Office Equipment/Supplies/Services,
PLAB,Photronics Inc. Common Stock,$16.37,0.12,0.738%,1010510933,625057,Technology,Semiconductors,
PLAY,Dave & Buster's Entertainment Inc. Common Stock,$39.82,1.08,2.788%,1928196692,571659,Consumer Services,Movies/Entertainment,
PLBC,Plumas Bancorp,$36.85,0.99,2.761%,214356450,19263,Finance,Finance Companies,
PLBY,PLBY Group Inc. Common Stock,$13.61,-0.06,-0.439%,579930116,846642,Consumer Non-Durables,Recreational Products/Toys,
PLCE,Children's Place Inc. (The) Common Stock,$51.94,0.4,0.776%,745956515,524720,Consumer Services,Clothing/Shoe/Accessory Stores,
PLL,Piedmont Lithium Inc. Common Stock,$63.06,-0.02,-0.032%,1003201172,525150,Basic Industries,Precious Metals,
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,$9.7203,-0.0097,-0.10%,387859829,150,Finance,Business Services,
PLMIU,Plum Acquisition Corp. I Units,$9.77,0,0.00%,0,1,Finance,Business Services,
PLMIW,Plum Acquisition Corp. I Warrant,$0.3357,-0.0143,-4.086%,0,4591,Finance,Business Services,
PLMR,Palomar Holdings Inc. Common stock,$61.02,1.86,3.144%,1552233960,175138,Finance,Property-Casualty Insurers,
PLPC,Preformed Line Products Company Common Stock,$61.05,1.66,2.795%,299746648,10775,Basic Industries,Telecommunications Equipment,
PLRX,Pliant Therapeutics Inc. Common Stock,$7.56,-0.11,-1.434%,273018219,53789,Consumer Durables,Specialty Chemicals,
PLSE,Pulse Biosciences Inc Common Stock (DE),$4.66,0.45,10.689%,138081779,171574,Health Care,Medical/Dental Instruments,
PLUG,Plug Power Inc. Common Stock,$23.09,0.6,2.668%,13342828754,18189190,Consumer Durables,Electrical Products,
PLUS,ePlus inc. Common Stock,$52.91,1.08,2.084%,1422602599,179780,Technology,Retail: Computer Software & Peripheral Equipment,
PLXP,PLx Pharma Inc. Common Stock,$3.57,0.03,0.847%,98307551,622540,Health Care,Biotechnology: Pharmaceutical Preparations,
PLXS,Plexus Corp. Common Stock,$82.21,1.08,1.331%,2309837024,114817,Technology,Electrical Products,
PMCB,PharmaCyte  Biotech Inc. Common Stock,$2.08,0.04,1.961%,43088872,89395,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
PMD,Psychemedics Corporation,$6.61,-0.22,-3.221%,36634154,3554,Health Care,Medical Specialities,
PMGM,Priveterra Acquisition Corp. Class A Common Stock,$9.78,0.015,0.154%,337410000,150320,,,
PMGMU,Priveterra Acquisition Corp. Units,$9.85,0.05,0.51%,0,150100,,,
PMGMW,Priveterra Acquisition Corp. Warrant,$0.25,-0.04,-13.793%,0,8700,,,
PMTS,CPI Card Group Inc. Common Stock,$13.13,1.09,9.053%,147784269,21631,Finance,Finance Companies,
PMVP,PMV Pharmaceuticals Inc. Common Stock,$17.06,-0.58,-3.288%,775388925,566455,Consumer Durables,Specialty Chemicals,
PNBK,Patriot National Bancorp Inc. Common Stock,$16.00,-0.3,-1.84%,63303872,576,Finance,Major Banks,
PNFP,Pinnacle Financial Partners Inc. Common Stock,$94.87,0.73,0.775%,7237741685,344716,Finance,Major Banks,
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B,$25.942,0.242,0.942%,0,3338,Finance,Major Banks,
PNNT,PennantPark Investment Corporation Common Stock,$7.57,-0.1,-1.304%,507531445,499698,Finance,Finance/Investors Services,
PNRG,PrimeEnergy Resources Corporation Common Stock,$73.70,-5.265,-6.668%,146970845,5470,Energy,Oil & Gas Production,
PNT,POINT Biopharma Global Inc. Common Stock,$6.30,0.4,6.78%,567767302,160694,Consumer Durables,Specialty Chemicals,
PNTG,The Pennant Group Inc. Common Stock ,$14.52,0.68,4.913%,414249153,166533,Health Care,Hospital/Nursing Management,
POAI,Predictive Oncology Inc. Common Stock,$0.92,0.01,1.099%,14187326,178698,Health Care,Medical/Dental Instruments,
PODD,Insulet Corporation Common Stock,$216.07,4.11,1.939%,14955851153,992271,Health Care,Medical/Dental Instruments,
POLA,Polar Power Inc. Common Stock,$3.72,0.01,0.27%,47572115,268810,Capital Goods,Industrial Machinery/Components,
PONO,Pono Capital Corp Class A Common Stock,$10.04,0,0.00%,144325000,6326,,,
PONOW,Pono Capital Corp Warrant,$0.2401,0.0102,4.437%,0,210,,,
POOL,Pool Corporation Common Stock,$452.81,11.73,2.659%,18188518719,185034,Consumer Non-Durables,Recreational Products/Toys,
POSH,Poshmark Inc. Class A Common Stock,$11.14,0.15,1.365%,857813732,2571592,Consumer Non-Durables,Department/Specialty Retail Stores,
POW,Powered Brands Class A Ordinary Shares,$9.80,0.01,0.102%,338100000,37136,Finance,Business Services,
POWI,Power Integrations Inc. Common Stock,$88.00,3.96,4.712%,5205969736,343192,Technology,Semiconductors,
POWL,Powell Industries Inc. Common Stock,$20.78,0.05,0.241%,244452658,45296,Consumer Durables,Electrical Products,
POWRU,Powered Brands Units,$9.88,-0.02,-0.202%,0,1251,Finance,Business Services,
POWRW,Powered Brands Warrants,$0.3199,-0.1451,-31.204%,0,22108,Finance,Business Services,
POWW,AMMO Inc. Common Stock,$4.43,0.01,0.226%,511781970,868362,Capital Goods,Military/Government/Technical,
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$27.82,0.4698,1.718%,0,5256,Capital Goods,Military/Government/Technical,
PPBI,Pacific Premier Bancorp Inc,$36.93,-0.24,-0.646%,3485636610,264099,Finance,Major Banks,
PPC,Pilgrim's Pride Corporation Common Stock,$22.85,-0.11,-0.479%,5573027485,1046757,Consumer Non-Durables,Meat/Poultry/Fish,
PPIH,Perma-Pipe International Holdings Inc. Common Stock,$9.01,-0.15,-1.638%,72681057,4011,,,
PPSI,Pioneer Power Solutions Inc. Common Stock,$5.81,0.22,3.936%,56011566,213544,Consumer Durables,Electrical Products,
PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock,$9.88,0,0.00%,371926425,72,,,
PPYAU,Papaya Growth Opportunity Corp. I Unit,$10.0035,-0.0465,-0.463%,0,9483,,,
PPYAW,Papaya Growth Opportunity Corp. I Warrant,$0.1701,0,0.00%,0,10,,,
PRAA,PRA Group Inc. Common Stock,$44.07,0.22,0.502%,1793010955,193369,Technology,Advertising,
PRAX,Praxis Precision Medicines Inc. Common Stock,$10.55,-0.36,-3.30%,479894328,180521,Health Care,Biotechnology: Pharmaceutical Preparations,
PRCH,Porch Group Inc. Common Stock,$6.64,0.66,11.037%,650824613,1798389,Technology,Computer Software: Prepackaged Software,
PRCT,PROCEPT BioRobotics Corporation Common Stock,$29.30,4.56,18.432%,1274457148,457918,Health Care,Medical Specialities,
PRDO,Perdoceo Education Corporation Common Stock,$11.08,0.08,0.727%,761735175,815182,Miscellaneous,Other Consumer Services,
PRDS,Pardes Biosciences Inc. Common Stock,$5.88,0.24,4.255%,366788496,181883,Consumer Durables,Specialty Chemicals,
PRFT,Perficient Inc. Common Stock,$101.62,4.81,4.968%,3513155220,192612,Technology,EDP Services,
PRGS,Progress Software Corporation Common Stock (DE),$43.91,0.71,1.644%,1940002552,213467,Technology,Computer Software: Prepackaged Software,
PRIM,Primoris Services Corporation Common Stock,$26.74,-0.09,-0.335%,1423081060,570401,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction,
PRLD,Prelude Therapeutics Incorporated Common Stock,$7.15,-0.6,-7.742%,337589767,321343,Consumer Durables,Specialty Chemicals,
PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares,$9.89,0,0.00%,247559063,1,,,
PROG,Progenity Inc. Common Stock,$1.19,0.08,7.207%,194861972,3858642,Consumer Durables,Specialty Chemicals,
PROV,Provident Financial Holdings Inc. Common Stock,$16.40,0,0.00%,120860899,2017,Finance,Savings Institutions,
PRPH,ProPhase Labs Inc. Common Stock (DE),$6.43,-0.13,-1.982%,99574337,11064,Health Care,Biotechnology: Pharmaceutical Preparations,
PRPL,Purple Innovation Inc. Common Stock,$6.81,0.33,5.093%,453006525,737170,Consumer Durables,Home Furnishings,
PRPO,Precipio Inc.  Common Stock,$1.27,-0.01,-0.781%,28839594,37565,Capital Goods,Biotechnology: Laboratory Analytical Instruments,
PRSO,Peraso Inc. Common Stock,$2.08,0.015,0.726%,41087723,89318,,,
PRSR,Prospector Capital Corp. Class A Ordinary Shares,$9.78,-0.0009,-0.009%,397312500,9306,Finance,Business Services,
PRSRU,Prospector Capital Corp. Unit,$9.89,0.005,0.051%,0,5745,Finance,Business Services,
PRSRW,Prospector Capital Corp. Warrants,$0.37,0.0195,5.563%,0,11115,Finance,Business Services,
PRTA,Prothena Corporation plc Ordinary Shares,$33.33,1.39,4.352%,1556035548,257767,Health Care,Biotechnology: Pharmaceutical Preparations,
PRTH,Priority Technology Holdings Inc. Common Stock,$5.52,0.21,3.955%,423025978,42389,Technology,EDP Services,
PRTK,Paratek Pharmaceuticals Inc. Common Stock,$3.12,-0.105,-3.256%,156589215,293021,Health Care,Biotechnology: Pharmaceutical Preparations,
PRTS,CarParts.com Inc. Common Stock,$7.13,0.32,4.699%,355716085,833478,Consumer Services,Other Specialty Stores,
PRVA,Privia Health Group Inc. Common Stock,$22.57,1.4,6.613%,2403672183,895475,Technology,Retail: Computer Software & Peripheral Equipment,
PRVB,Provention Bio Inc. Common Stock,$6.98,0.68,10.794%,442355671,754660,Health Care,Biotechnology: Pharmaceutical Preparations,
PSAG,Property Solutions Acquisition Corporation II Class A Common Stock,$9.7303,-0.0047,-0.048%,392753829,771,,,
PSAGU,Property Solutions Acquisition Corporation II Units,$9.75,-0.0196,-0.201%,0,2000,,,
PSAGW,Property Solutions Acquisition Corporation II Warrant,$0.1881,-0.0139,-6.881%,0,3007,,,
PSEC,Prospect Capital Corporation Common Stock,$7.97,0.09,1.142%,3115825840,1263320,Finance,Finance/Investors Services,
PSMT,PriceSmart Inc. Common Stock,$77.19,1.41,1.861%,2382267961,107585,Consumer Services,Department/Specialty Retail Stores,
PSNL,Personalis Inc. Common Stock,$7.56,-0.02,-0.264%,339822824,437524,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,$0.96,0.04,4.348%,21288024,108593,Health Care,Medical/Dental Instruments,
PSTX,Poseida Therapeutics Inc. Common Stock,$3.81,0.03,0.794%,238303685,99559,Consumer Durables,Specialty Chemicals,
PTC,PTC Inc. Common Stock,$105.95,4.44,4.374%,12391084425,656610,Technology,Computer Software: Prepackaged Software,
PTCT,PTC Therapeutics Inc. Common Stock,$34.22,0.37,1.093%,2442023758,448067,Health Care,Biotechnology: Pharmaceutical Preparations,
PTE,PolarityTE Inc. Common Stock,$0.3487,-0.0053,-1.497%,28924229,139902,Consumer Durables,Specialty Chemicals,
PTEN,Patterson-UTI Energy Inc. Common Stock,$14.73,-0.6,-3.914%,3170865013,4548564,Energy,Oil & Gas Production,
PTGX,Protagonist Therapeutics Inc. Common Stock,$25.82,0.93,3.736%,1250037990,289915,Health Care,Biotechnology: Pharmaceutical Preparations,
PTIC,PropTech Investment Corporation II Class A Common Stock,$9.80,-0.01,-0.102%,281750000,210829,,,
PTICU,PropTech Investment Corporation II Unit,$9.85,-0.02,-0.203%,0,1000,,,
PTICW,PropTech Investment Corporation II Warrant,$0.31,0,0.00%,0,800,,,
PTIX,Protagenic Therapeutics Inc. Common Stock,$0.812,0.01,1.247%,13768123,70520,Health Care,Biotechnology: Pharmaceutical Preparations,
PTLO,Portillo's Inc. Class A Common Stock,$23.75,1.25,5.556%,850420311,467763,Consumer Services,Restaurants,
PTMN,Portman Ridge Finance Corporation Common Stock,$24.08,-0.25,-1.028%,233568656,79830,Finance,Finance/Investors Services,
PTOC,Pine Technology Acquisition Corp. Class A Common Stock,$9.71,-0.015,-0.154%,418743750,17658,,,
PTOCW,Pine Technology Acquisition Corp. Warrant,$0.165,0,0.00%,0,18876,,,
PTON,Peloton Interactive Inc. Class A Common Stock,$22.61,2.41,11.931%,7497480432,13292021,Consumer Services,Other Consumer Services,
PTPI,Petros Pharmaceuticals Inc. Common Stock,$1.08,-0.01,-0.917%,22339501,546995,Health Care,Biotechnology: Pharmaceutical Preparations,
PTRA,Proterra Inc. Common Stock,$6.89,0.23,3.453%,1529304400,2543770,Capital Goods,Auto Manufacturing,
PTRS,Partners Bancorp Common Stock,$9.69,-0.05,-0.513%,173854143,19321,Finance,Major Banks,
PTSI,P.A.M. Transportation Services Inc. Common Stock,$70.79,3.59,5.342%,785769000,24776,Transportation,Trucking Freight/Courier Services,
PTVE,Pactiv Evergreen Inc. Common stock,$9.59,0.13,1.374%,1701206839,235027,Consumer Durables,Containers/Packaging,
PUBM,PubMatic Inc. Class A Common Stock,$19.41,0.64,3.41%,928312443,848577,Technology,Computer Software: Prepackaged Software,
PUCK,Goal Acquisitions Corp. Common Stock,$9.74,0,0.00%,322990575,27205,,,
PUCKU,Goal Acquisitions Corp. Unit,$9.95,-0.04,-0.40%,0,1095,,,
PUCKW,Goal Acquisitions Corp. Warrant,$0.24,-0.01,-4.00%,0,1100,,,
PULM,Pulmatrix Inc. Common Stock,$6.04,0.01,0.166%,19921738,51221,Health Care,Biotechnology: Pharmaceutical Preparations,
PVBC,Provident Bancorp Inc. (MD) Common Stock,$15.53,0.19,1.239%,277282699,31425,Finance,Major Banks,
PWFL,PowerFleet Inc. Common Stock,$2.97,0.06,2.062%,106780731,77567,Capital Goods,Telecommunications Equipment,
PWOD,Penns Woods Bancorp Inc. Common Stock,$24.02,-0.07,-0.291%,169918537,3815,Finance,Major Banks,
PWP,Perella Weinberg Partners Class A Common Stock,$9.09,0.01,0.11%,895370281,985785,Finance,Investment Bankers/Brokers/Service,
PWUPU,PowerUp Acquisition Corp. Unit,$10.005,0.005,0.05%,0,100,,,
PXLW,Pixelworks Inc.  Common Stock,$2.65,0.16,6.426%,143010594,491009,Technology,Semiconductors,
PYCR,Paycor HCM Inc. Common Stock,$26.44,1.21,4.796%,4624435452,452576,Technology,Computer Software: Prepackaged Software,
PYPL,PayPal Holdings Inc. Common Stock,$100.46,3.59,3.706%,117036393560,18005476,Miscellaneous,Business Services,
PYXS,Pyxis Oncology Inc. Common Stock,$4.55,0,0.00%,149075686,88690,Health Care,Biotechnology: Pharmaceutical Preparations,
PZZA,Papa John's International Inc. Common Stock,$98.52,1.64,1.693%,3548532768,492388,Consumer Services,Restaurants,
QCOM,QUALCOMM Incorporated Common Stock,$144.21,2.92,2.067%,162524670000,13885555,Technology,Computer peripheral equipment,
QCRH,QCR Holdings Inc. Common Stock,$55.71,0.69,1.254%,869825857,81105,Finance,Major Banks,
QDEL,Quidel Corporation Common Stock,$103.68,1.69,1.657%,4331606596,525976,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
QIPT,Quipt Home Medical Corp. Common Shares,$4.50,-0.11,-2.386%,150093000,29869,,,
QLGN,Qualigen Therapeutics Inc. Common Stock,$0.57,0.02,3.636%,20113874,186996,Health Care,Biotechnology: Commercial Physical & Biological Resarch,
QLYS,Qualys Inc. Common Stock,$122.92,6.39,5.484%,4797495692,393230,Technology,EDP Services,
QMCO,Quantum Corporation Common Stock,$2.50,0.09,3.734%,150288625,305501,Technology,Electronic Components,
QNST,QuinStreet Inc. Common Stock,$11.61,0.12,1.044%,633365380,256991,Technology,Advertising,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,$24.91,0.11,0.444%,1124307943,142799,Finance,Finance Companies,
QRHC,Quest Resource Holding Corporation Common Stock,$6.50,0.2,3.175%,123636149,17371,Capital Goods,Building Products,
QRTEA,Qurate Retail Inc. Series A Common Stock ,$4.96,0.12,2.479%,1881307535,4047361,Consumer Services,Catalog/Specialty Distribution,
QRTEB,Qurate Retail Inc. Series B Common Stock ,$5.13,0,0.00%,1945787834,191,Consumer Services,Catalog/Specialty Distribution,
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,$81.00,0.05,0.062%,0,30227,Consumer Services,Catalog/Specialty Distribution,
QRVO,Qorvo Inc. Common Stock,$121.46,2.85,2.403%,13170105415,1444164,Capital Goods,Industrial Machinery/Components,
QSI,Quantum-Si Incorporated Class A Common Stock,$3.86,0,0.00%,535249370,765150,Health Care,Biotechnology: Pharmaceutical Preparations,
QSIAW,Quantum-Si Incorporated Warrant,$0.711,-0.009,-1.25%,0,3286,Health Care,Biotechnology: Pharmaceutical Preparations,
QTEK,QualTek Services Inc. Class A Common Stock,$2.45,0,0.00%,52849643,81236,Consumer Services,Telecommunications Equipment,
QTEKW,QualTek Services Inc. Warrant,$0.3798,0.1108,41.19%,0,495,Consumer Services,Telecommunications Equipment,
QTRX,Quanterix Corporation Common Stock,$24.05,0.79,3.396%,886178527,312388,Health Care,Industrial Specialties,
QUBT,Quantum Computing Inc. Common Stock,$2.02,0.05,2.538%,58896766,78944,Technology,Computer Manufacturing,
QUIK,QuickLogic Corporation Common Stock,$4.95,0.15,3.125%,58767578,19778,Technology,Semiconductors,
QUMU,Qumu Corporation Common Stock,$1.53,-0.01,-0.649%,27206529,26585,Technology,Retail: Computer Software & Peripheral Equipment,
RACB,Research Alliance Corp. II Class A Common Stock,$9.76,0.03,0.308%,187260240,101,,,
RADI,Radius Global Infrastructure Inc. Class A Common Stock,$14.04,0.26,1.887%,1297032989,443380,Consumer Services,Telecommunications Equipment,
RAIL,FreightCar America Inc. Common Stock,$3.95,-0.13,-3.186%,62991551,34405,Capital Goods,Railroads,
RAIN,Rain Therapeutics Inc. Common Stock,$6.59,0.16,2.488%,174703582,20987,Health Care,Biotechnology: Pharmaceutical Preparations,
RAND,Rand Capital Corporation Common Stock,$16.2499,0,0.00%,41941333,98,Finance,Finance/Investors Services,
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,$13.89,-0.12,-0.857%,273835683,22258,Consumer Durables,Specialty Chemicals,
RAPT,RAPT Therapeutics Inc. Common Stock,$21.30,-0.36,-1.662%,629911673,273071,Health Care,Biotechnology: Pharmaceutical Preparations,
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,$63.69,1.49,2.395%,4419116256,203605,Health Care,Biotechnology: Pharmaceutical Preparations,
RAVE,Rave Restaurant Group Inc. Common Stock,$1.05,0,0.00%,18905149,423221,Consumer Services,Restaurants,
RBB,RBB Bancorp Common Stock,$24.88,-0.83,-3.228%,484053935,84637,Finance,Commercial Banks,
RBBN,Ribbon Communications Inc. Common Stock,$2.99,0.18,6.406%,444388436,711968,Technology,EDP Services,
RBCAA,Republic Bancorp Inc. Class A Common Stock,$45.26,-0.38,-0.833%,904719113,22817,Finance,Major Banks,
RBCN,Rubicon Technology Inc. Common Stock,$8.91,0.12,1.365%,21791018,530,Technology,Semiconductors,
RBKB,Rhinebeck Bancorp Inc. Common Stock,$10.46,0.14,1.357%,118157237,19433,Finance,Major Banks,
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock,$9.75,-0.09,-0.915%,201093750,3596,,,
RCACU,Revelstone Capital Acquisition Corp. Unit,$9.8602,0.0002,0.002%,203366625,2900,,,
RCAT,Red Cat Holdings Inc. Common Stock,$2.23,-0.5,-18.315%,120053341,8017566,Capital Goods,Wholesale Distributors,
RCEL,Avita Medical Inc. Common Stock,$7.25,0.29,4.167%,180711637,186419,Health Care,Medical Specialities,
RCHG,Recharge Acquisition Corp. Class A Common Stock,$9.95,0,0.00%,249247500,15030,,,
RCHGU,Recharge Acquisition Corp. Unit,$10.03,0,0.00%,0,1,,,
RCHGW,Recharge Acquisition Corp. Warrant,$0.237,0.007,3.043%,0,6500,,,
RCII,Rent-A-Center Inc. Common Stock,$26.67,1.03,4.017%,1574296469,1153292,Technology,Diversified Commercial Services,
RCKT,Rocket Pharmaceuticals Inc. Common Stock,$13.78,0.62,4.711%,888891150,467453,Health Care,Biotechnology: Pharmaceutical Preparations,
RCKY,Rocky Brands Inc. Common Stock,$44.87,-0.09,-0.20%,327649669,39102,Consumer Non-Durables,Shoe Manufacturing,
RCLF,Rosecliff Acquisition Corp I Class A Common Stock,$9.75,0.01,0.103%,308343750,175169,,,
RCLFU,Rosecliff Acquisition Corp I Unit,$9.83,0,0.00%,0,2,,,
RCLFW,Rosecliff Acquisition Corp I Warrants,$0.185,0.01,5.714%,0,253616,,,
RCM,R1 RCM Inc. Common Stock,$24.20,0.34,1.425%,6733500928,966179,Consumer Services,Other Consumer Services,
RCMT,RCM Technologies Inc. Common Stock,$7.24,0.03,0.416%,75904276,22799,Consumer Services,Military/Government/Technical,
RCRT,Recruiter.com Group Inc. Common Stock,$3.07,0.4,14.981%,44695884,135922,,,
RCRTW,Recruiter.com Group Inc. Warrant,$0.80,-0.05,-5.882%,0,11431,,,
RDBX,Redbox Entertainment Inc. Class A Common Stock,$1.76,-0.005,-0.283%,22208588,69602,,,
RDBXW,Redbox Entertainment Inc. Warrant,$0.2197,0.0197,9.85%,0,149995,,,
RDFN,Redfin Corporation Common Stock,$17.00,0.39,2.348%,1808743084,2336870,Finance,Real Estate,
RDI,Reading International Inc Class A Common Stock,$4.10,0.01,0.244%,89418561,23857,Consumer Services,Movies/Entertainment,
RDIB,Reading International Inc Class B Common Stock,$20.515,-0.615,-2.911%,447419944,1604,Consumer Services,Movies/Entertainment,
RDNT,RadNet Inc. Common Stock,$21.05,0.3,1.446%,1182666401,170509,Health Care,Medical Specialities,
RDUS,Radius Health Inc. Common Stock,$7.84,0.19,2.484%,371480791,763214,Health Care,Biotechnology: Pharmaceutical Preparations,
RDVT,Red Violet Inc. Common Stock ,$25.59,0.47,1.871%,346042490,17652,Technology,Computer Software: Prepackaged Software,
REAL,The RealReal Inc. Common Stock,$6.54,0.71,12.178%,608582238,5098331,Consumer Non-Durables,Consumer Specialties,
REED,Reeds Inc. Common Stock,$0.2494,-0.0278,-10.029%,23376095,2490341,Consumer Non-Durables,Beverages (Production/Distribution),
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,$17.79,-0.04,-0.224%,310498655,77025,Consumer Services,Real Estate Investment Trusts,
REFR,Research Frontiers Incorporated Common Stock,$2.40,0.01,0.418%,75960950,65054,Capital Goods,Industrial Machinery/Components,
REG,Regency Centers Corporation Common Stock,$66.36,1.15,1.764%,11372282285,1099555,Consumer Services,Real Estate Investment Trusts,
REGI,Renewable Energy Group Inc. Common Stock,$60.74,-0.42,-0.687%,3056362272,2713323,Basic Industries,Major Chemicals,
REGN,Regeneron Pharmaceuticals Inc. Common Stock,$665.93,9.52,1.45%,72279564062,763813,Health Care,Biotechnology: Pharmaceutical Preparations,
REKR,Rekor Systems Inc. Common Stock,$3.57,0.09,2.586%,156998668,422524,Technology,EDP Services,
RELI,Reliance Global Group Inc. Common Stock,$5.50,0.32,6.178%,60258600,103967,Finance,Specialty Insurers,
RELIW,Reliance Global Group Inc. Series A Warrants,$1.10,0.13,13.402%,0,11022,Finance,Specialty Insurers,
RELL,Richardson Electronics Ltd. Common Stock,$11.57,0.15,1.313%,156440943,84306,Technology,Electronic Components,
RELY,Remitly Global Inc. Common Stock,$8.37,-0.18,-2.105%,1373571238,2146129,Technology,Computer Software: Prepackaged Software,
RENO,Renovare Environmental Inc.  Common Stock,$0.46,0.0099,2.20%,15075494,139786,Capital Goods,Industrial Machinery/Components,
RENT,Rent the Runway Inc. Class A Common Stock,$5.22,0.32,6.531%,329049251,291341,Consumer Non-Durables,Department/Specialty Retail Stores,
REPH,Recro Pharma Inc. Common Stock,$1.98,0.03,1.538%,111719894,41685,Health Care,Biotechnology: Pharmaceutical Preparations,
REPL,Replimune Group Inc. Common Stock,$15.54,0.03,0.193%,733636329,510807,Health Care,Biotechnology: Pharmaceutical Preparations,
RESN,Resonant Inc. Common Stock,$4.44,0.01,0.226%,297684697,1095588,Technology,Semiconductors,
RETA,Reata Pharmaceuticals Inc. Class A Common Stock,$31.89,-0.56,-1.726%,1160920977,556252,Health Care,Biotechnology: Pharmaceutical Preparations,
REVB,Revelation Biosciences Inc. Common Stock,$1.25,0.23,22.549%,17796674,21369054,Health Care,Biotechnology: Pharmaceutical Preparations,
REVBU,Revelation Biosciences Inc. Unit,$10.01,0,0.00%,0,1,Health Care,Biotechnology: Pharmaceutical Preparations,
REVBW,Revelation Biosciences Inc. Warrant,$0.1056,0.0139,15.158%,0,857057,Health Care,Biotechnology: Pharmaceutical Preparations,
REVE,Alpine Acquisition Corporation Common Stock,$10.06,-0.02,-0.198%,136564500,469,,,
REVEU,Alpine Acquisition Corporation Unit,$10.15,0.04,0.396%,0,509,,,
REVEW,Alpine Acquisition Corporation Warrant,$0.2202,-0.0048,-2.133%,0,400,,,
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A Common Stock,$9.75,0,0.00%,563062500,89971,,,
REVHU,Revolution Healthcare Acquisition Corp. SAIL Units,$9.83,-0.005,-0.051%,0,1932,,,
REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.,$0.3801,-0.0468,-10.963%,0,15561,,,
REYN,Reynolds Consumer Products Inc. Common Stock,$29.04,0.19,0.659%,6091444107,310413,Capital Goods,Office Equipment/Supplies/Services,
RFIL,RF Industries Ltd. Common Stock,$6.77,0.15,2.266%,68096526,10676,Capital Goods,Electrical Products,
RGCO,RGC Resources Inc. Common Stock,$21.76,-0.1,-0.457%,183266572,2554,Public Utilities,Oil & Gas Production,
RGEN,Repligen Corporation Common Stock,$169.82,4.52,2.734%,9395711805,300319,Health Care,Medical/Dental Instruments,
RGF,The Real Good Food Company Inc. Class A Common Stock,$6.02,-0.13,-2.114%,155000347,25037,Consumer Non-Durables,Food Distributors,
RGLD,Royal Gold Inc. Common Stock,$136.15,2.34,1.749%,8934054488,562977,,,
RGLS,Regulus Therapeutics Inc. Common Stock,$0.266,0.0055,2.111%,38828335,402299,Health Care,Biotechnology: Pharmaceutical Preparations,
RGNX,REGENXBIO Inc. Common Stock,$27.06,1,3.837%,1162215148,289546,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
RGP,Resources Connection Inc. Common Stock,$16.40,0.45,2.821%,533446244,176340,Miscellaneous,Business Services,
RGTI,Rigetti Computing Inc. Common Stock,$5.92,-0.43,-6.772%,673756887,569420,Technology,Retail: Computer Software & Peripheral Equipment,
RGTIW,Rigetti Computing Inc. Warrants,$1.13,-0.17,-13.077%,0,175431,Technology,Retail: Computer Software & Peripheral Equipment,
RIBT,RiceBran Technologies Common Stock,$0.4065,-0.0385,-8.652%,20720790,1902041,Consumer Non-Durables,Specialty Foods,
RICK,RCI Hospitality Holdings Inc. Common Stock,$59.70,1.34,2.296%,567144627,63336,Consumer Services,Restaurants,
