Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
EPAY,Bottomline Technologies Inc. Common Stock,$56.46,-0.11,-0.194%,2539432642,1025460,Technology,EDP Services,
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,$9.78,-0.01,-0.102%,499880250,43545,,,
EPHYU,Epiphany Technology Acquisition Corp. Unit,$9.86,-0.02,-0.202%,0,3848,,,
EPHYW,Epiphany Technology Acquisition Corp. Warrant,$0.3375,-0.0006,-0.177%,0,7346,,,
EPSN,Epsilon Energy Ltd. Common Share,$5.53,-0.17,-2.982%,129939892,20196,,,
EPZM,Epizyme Inc. Common Stock,$1.20,-0.01,-0.826%,197378443,1374003,Health Care,Biotechnology: Pharmaceutical Preparations,
EQ,Equillium Inc. Common Stock,$3.28,-0.01,-0.304%,115308925,19377,Health Care,Biotechnology: Pharmaceutical Preparations,
EQBK,Equity Bancshares Inc. Class A Common Stock,$32.17,0.2,0.626%,535964167,48999,Finance,Finance: Consumer Services,
EQIX,Equinix Inc. Common Stock REIT,$701.64,18.04,2.639%,63653509804,330810,Consumer Services,Real Estate Investment Trusts,
EQRX,EQRx Inc.  Common Stock,$3.97,0.28,7.588%,1935901482,1668761,Health Care,Biotechnology: Pharmaceutical Preparations,
EQRXW,EQRx Inc. Warrant,$0.62,-0.0391,-5.932%,0,53412,Health Care,Biotechnology: Pharmaceutical Preparations,
ERAS,Erasca Inc. Common Stock,$10.67,-0.3,-2.735%,1293741501,657610,Health Care,Biotechnology: Pharmaceutical Preparations,
ERES,East Resources Acquisition Company Class A Common Stock,$9.90,0,0.00%,426937500,56392,,,
ERESU,East Resources Acquisition Company Unit,$9.98,-0.02,-0.20%,0,82194,,,
ERESW,East Resources Acquisition Company Warrant,$0.2099,0.0133,6.765%,0,59471,,,
ERIE,Erie Indemnity Company Class A Common Stock,$170.00,1.11,0.657%,8889277560,117281,Finance,Specialty Insurers,
ERII,Energy Recovery Inc. Common Stock,$18.93,0.46,2.491%,1075421800,291835,Technology,Industrial Machinery/Components,
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,$9.98,0.01,0.10%,0,2005,,,
ESACW,ESGEN Acquisition Corporation Warrants,$0.2701,-0.0298,-9.937%,0,2700,,,
ESBK,Elmira Savings Bank Elmira NY Common Stock,$22.91,-0.04,-0.174%,80464639,11381,Finance,Major Banks,
ESCA,Escalade Incorporated Common Stock,$13.08,0.46,3.645%,176492783,20257,Consumer Non-Durables,Recreational Products/Toys,
ESPR,Esperion Therapeutics Inc. Common Stock,$4.60,-0.14,-2.954%,288979374,963317,Health Care,Biotechnology: Pharmaceutical Preparations,
ESQ,Esquire Financial Holdings Inc. Common Stock,$32.51,0.23,0.713%,262968383,8942,Finance,Commercial Banks,
ESSA,ESSA Bancorp Inc. Common Stock,$18.08,-0.17,-0.932%,189648189,2623,Finance,Banks,
ESSC,East Stone Acquisition Corporation Ordinary Shares,$10.33,0.01,0.097%,74051690,39379,Technology,Computer Software: Programming Data Processing,
ESSCR,East Stone Acquisition Corporation Right,$0.3651,-0.013,-3.438%,0,1000,Finance,Business Services,
ESSCW,East Stone Acquisition Corporation Warrant,$0.2166,0.0067,3.192%,0,77468,Technology,Computer Software: Programming Data Processing,
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,$9.89,-0.01,-0.101%,753618000,625071,,,
ETACU,E.Merge Technology Acquisition Corp. Unit,$9.96,0.02,0.201%,0,600,,,
ETACW,E.Merge Technology Acquisition Corp. Warrant,$0.16,-0.0001,-0.062%,0,23960,,,
ETNB,89bio Inc. Common Stock,$3.58,0.13,3.768%,72610319,181503,Health Care,Biotechnology: Pharmaceutical Preparations,
ETON,Eton Pharmaceuticals Inc. Common Stock,$3.93,0.08,2.078%,96702268,45841,Health Care,Biotechnology: Pharmaceutical Preparations,
ETSY,Etsy Inc. Common Stock,$124.98,6.66,5.629%,15876577591,3232437,Consumer Services,Catalog/Specialty Distribution,
ETTX,Entasis Therapeutics Holdings Inc. Common Stock,$1.86,0.2,12.048%,89004309,422775,Health Care,Biotechnology: Pharmaceutical Preparations,
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,$9.83,0,0.00%,132303189,7350,Finance,Business Services,
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,$0.2528,0,0.00%,0,60,Finance,Business Services,
EVBG,Everbridge Inc. Common Stock,$33.98,2.53,8.045%,1339772173,1451058,Technology,Retail: Computer Software & Peripheral Equipment,
EVCM,EverCommerce Inc. Common Stock,$12.60,0.38,3.11%,2461554383,325438,Technology,EDP Services,
EVER,EverQuote Inc. Class A Common Stock,$13.38,0.43,3.32%,415019810,196077,Technology,EDP Services,
EVFM,Evofem Biosciences Inc. Common Stock,$0.3699,0.007,1.929%,62062935,1146123,Health Care,Biotechnology: Pharmaceutical Preparations,
EVGO,EVgo Inc. Class A Common Stock,$11.57,0.48,4.328%,3060690429,1741375,Consumer Services,Catalog/Specialty Distribution,
EVGOW,EVgo Inc. Warrants,$3.12,0.18,6.122%,0,39962,Consumer Services,Catalog/Specialty Distribution,
EVLMC,Eaton Vance NextShares Trust II Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares,$99.96,0,0.00%,0,23,Finance,Investment Managers,
EVLO,Evelo Biosciences Inc. Common Stock,$2.85,0.16,5.948%,152360852,186283,Consumer Durables,Specialty Chemicals,
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,$1.70,-1.29,-43.144%,242139978,7165054,Miscellaneous,Diversified Manufacture,
EVLVW,Evolv Technologies Holdings Inc. Warrant,$0.20,-0.21,-51.22%,0,341565,Miscellaneous,Diversified Manufacture,
EVOJ,Evo Acquisition Corp. Class A Common Stock,$9.75,-0.02,-0.205%,152349844,11171,,,
EVOK,Evoke Pharma Inc. Common Stock,$0.46,-0.017,-3.564%,15142234,83640,Health Care,Biotechnology: Pharmaceutical Preparations,
EVOL,Evolving Systems Inc. Common Stock,$1.78,0.02,1.136%,21817898,26943,Technology,EDP Services,
EVOP,EVO Payments Inc. Class A Common Stock,$23.50,1.11,4.958%,974645416,238157,Technology,EDP Services,
EWBC,East West Bancorp Inc. Common Stock,$76.53,0.86,1.137%,10860258576,1616866,Finance,Commercial Banks,
EWCZ,European Wax Center Inc. Class A Common Stock,$24.81,1.35,5.754%,845321035,417813,Consumer Non-Durables,Package Goods/Cosmetics,
EWTX,Edgewise Therapeutics Inc. Common Stock,$10.23,-0.15,-1.445%,506507341,114540,Health Care,Biotechnology: Pharmaceutical Preparations,
EXAS,Exact Sciences Corporation Common Stock,$57.56,-1.15,-1.959%,10022151381,1881909,Health Care,Biotechnology: Commercial Physical & Biological Resarch,
EXC,Exelon Corporation Common Stock,$43.76,0.18,0.413%,42890793720,6384871,Public Utilities,Power Generation,
EXEL,Exelixis Inc. Common Stock,$20.30,-0.29,-1.408%,6484797932,1980169,Health Care,Biotechnology: Commercial Physical & Biological Resarch,
EXFY,Expensify Inc. Class A Common Stock,$16.75,0.89,5.612%,1358032112,360608,Technology,Computer Software: Prepackaged Software,
EXLS,ExlService Holdings Inc. Common Stock,$131.55,5.32,4.215%,4368179447,261503,Technology,Retail: Computer Software & Peripheral Equipment,
EXPD,Expeditors International of Washington Inc. Common Stock,$99.49,1.31,1.334%,16635722900,1127677,Transportation,Oil Refining/Marketing,
EXPE,Expedia Group Inc. Common Stock,$188.50,9.39,5.243%,29359696295,3837369,Transportation,Other Consumer Services,
EXPI,eXp World Holdings Inc. Common Stock,$23.23,1.91,8.959%,3455801472,1298563,Finance,Real Estate,
EXPO,Exponent Inc. Common Stock,$97.24,1.49,1.556%,5067775496,188951,Consumer Services,Professional Services,
EXTR,Extreme Networks Inc. Common Stock,$11.00,0.26,2.421%,1421341548,886273,Capital Goods,Telecommunications Equipment,
EYE,National Vision Holdings Inc. Common Stock,$41.71,0.71,1.732%,3395525344,1019856,Health Care,Ophthalmic Goods,
EYEN,Eyenovia Inc. Common Stock,$2.70,0.04,1.504%,92899594,32614,Health Care,Biotechnology: Pharmaceutical Preparations,
EYES,Second Sight Medical Products Inc. Common Stock,$1.22,0.06,5.172%,48079195,133309,Health Care,Industrial Specialties,
EYESW,Second Sight Medical Products Inc. Warrants expiring 03/14/2024,$0.2599,-0.0003,-0.115%,0,9449,Health Care,Industrial Specialties,
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,$12.05,-0.2,-1.633%,408488216,143113,Health Care,Biotechnology: Pharmaceutical Preparations,
EZFL,EzFill Holdings Inc. Common Stock,$1.01,0,0.00%,26538553,217857,Technology,EDP Services,
EZPW,EZCORP Inc. Class A Non Voting Common Stock,$5.69,0.06,1.066%,321642954,523698,Miscellaneous,Diversified Commercial Services,
FA,First Advantage Corporation Common Stock,$16.87,0.39,2.367%,2579002532,326140,Miscellaneous,Business Services,
FANG,Diamondback Energy Inc. Commmon Stock,$124.56,-1.63,-1.292%,22098808539,3327771,Energy,Oil & Gas Production,
FARM,Farmer Brothers Company Common Stock,$6.37,0.21,3.409%,116576446,90227,Consumer Non-Durables,Specialty Foods,
FARO,FARO Technologies Inc. Common Stock,$50.81,1.2,2.419%,925050112,70954,Capital Goods,Industrial Machinery/Components,
FAST,Fastenal Company Common Stock,$55.79,1.3,2.386%,32110137352,3127116,,,
FAT,FAT Brands Inc. Class A Common Stock,$7.45,0.05,0.676%,122087925,6317,Consumer Services,Restaurants,
FATBB,FAT Brands Inc. Class B Common Stock,$8.18,0.39,5.006%,134050903,213,Consumer Services,Restaurants,
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,$11.86,-0.21,-1.74%,0,26831,Consumer Services,Restaurants,
FATE,Fate Therapeutics Inc. Common Stock,$31.31,1.64,5.527%,3019151068,1015470,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
FB,Meta Platforms Inc. Class A Common Stock,$192.03,5.4,2.893%,522694514579,31692992,Technology,Internet and Information Services,
FBIO,Fortress Biotech Inc. Common Stock,$1.26,0.02,1.613%,125533039,206532,Health Care,Biotechnology: Pharmaceutical Preparations,
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,$19.95,-0.6,-2.92%,0,43173,Health Care,Biotechnology: Pharmaceutical Preparations,
FBIZ,First Business Financial Services Inc. Common Stock,$31.71,-0.12,-0.377%,267174412,6364,Finance,Major Banks,
FBMS,First Bancshares Inc.,$34.97,-0.07,-0.20%,735035724,57438,Finance,Major Banks,
FBNC,First Bancorp Common Stock,$43.76,-0.05,-0.114%,1560029603,107099,Finance,Major Banks,
FBRX,Forte Biosciences Inc. Common Stock,$1.40,0.05,3.704%,20656380,288243,Health Care,Biotechnology: Pharmaceutical Preparations,
FCAP,First Capital Inc. Common Stock,$39.00,0,0.00%,131581008,1873,Finance,Savings Institutions,
FCBC,First Community Bankshares Inc. (VA) Common Stock,$28.44,-0.19,-0.664%,477972878,22582,Finance,Major Banks,
FCCO,First Community Corporation Common Stock,$21.26,0.05,0.236%,160484044,3630,Finance,Major Banks,
FCEL,FuelCell Energy Inc. Common Stock,$5.87,0.05,0.859%,2152457181,18261550,Public Utilities,Electric Utilities: Central,
FCFS,FirstCash Holdings Inc. Common Stock,$66.43,-0.25,-0.375%,3221056445,292729,Miscellaneous,Diversified Commercial Services,
FCNCA,First Citizens BancShares Inc. Class A Common Stock,$726.71,4.01,0.555%,11611673238,82756,Finance,Major Banks,
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,$24.12,0.47,1.987%,0,5330,Finance,Major Banks,
FCNCP,First Citizens BancShares Inc. Depositary Shares,$24.35,-0.05,-0.205%,0,8327,Finance,Major Banks,
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,$4.29,-0.04,-0.924%,128665307,27925,Finance,Finance/Investors Services,
FCUV,Focus Universal Inc. Common Stock,$9.98,0.41,4.284%,431732215,17923,Capital Goods,Industrial Machinery/Components,
FDBC,Fidelity D & D Bancorp Inc. Common Stock,$48.00,1.23,2.63%,270992976,13758,Finance,Major Banks,
FDMT,4D Molecular Therapeutics Inc. Common Stock,$14.07,0.22,1.588%,452193113,152205,Health Care,Biotechnology: Pharmaceutical Preparations,
FDUS,Fidus Investment Corporation Common Stock,$20.05,0.15,0.754%,489969870,170258,Finance,Finance/Investors Services,
FEAM,5E Advanced Materials Inc. Common Stock,$33.01,3.01,10.033%,0,2126,,,
FEIM,Frequency Electronics Inc. Common Stock,$8.45,0.05,0.595%,78285786,3621,Capital Goods,Electrical Products,
FELE,Franklin Electric Co. Inc. Common Stock,$82.56,0.81,0.991%,3837480689,157490,Consumer Durables,Metal Fabrications,
FEMY,Femasys Inc. Common Stock,$1.94,-0.01,-0.513%,22891457,15385,Health Care,Medical/Dental Instruments,
FENC,Fennec Pharmaceuticals Inc. Common Stock,$5.20,0.08,1.563%,135270299,52220,,,
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,$9.92,0,0.00%,143170400,23,,,
FEXDU,Fintech Ecosystem Development Corp. Units,$10.16,0,0.00%,0,2,,,
FEXDW,Fintech Ecosystem Development Corp. Warrant,$0.1751,-0.0249,-12.45%,0,1902,,,
FFBC,First Financial Bancorp. Common Stock,$23.82,-0.03,-0.126%,2242634587,372490,Finance,Major Banks,
FFBW,FFBW Inc. Common Stock (MD),$11.97,-0.08,-0.664%,82304762,4392,Finance,Major Banks,
FFIC,Flushing Financial Corporation Common Stock,$23.07,-0.34,-1.452%,703209197,111260,Finance,Major Banks,
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,$4.04,0.06,1.508%,119246704,2128160,Capital Goods,Auto Manufacturing,
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,$0.70,-0.0098,-1.381%,0,82874,Capital Goods,Auto Manufacturing,
FFIN,First Financial Bankshares Inc. Common Stock,$45.37,-0.39,-0.852%,6470035445,395098,Finance,Major Banks,
FFIV,F5 Inc. Common Stock,$194.23,5.04,2.664%,11797174759,352388,Technology,EDP Services,
FFNW,First Financial Northwest Inc. Common Stock,$17.01,0,0.00%,155229161,8869,Finance,Banks,
FFWM,First Foundation Inc. Common Stock,$25.83,0.04,0.155%,1457692028,271954,Finance,Major Banks,
FGBI,First Guaranty Bancshares Inc. Common Stock,$21.75,0.54,2.546%,233090313,7164,Finance,Major Banks,
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,$25.75,-0.25,-0.962%,0,2171,Finance,Major Banks,
FGEN,FibroGen Inc Common Stock,$12.33,0.29,2.409%,1146714265,569741,Health Care,Biotechnology: Pharmaceutical Preparations,
FGF,FG Financial Group Inc. Common Stock,$2.92,-0.04,-1.351%,18960162,9518,Finance,Property-Casualty Insurers,
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,$21.66,1.6,7.976%,0,967,Finance,Property-Casualty Insurers,
FGI,FGI Industries Ltd. Ordinary Shares,$3.01,0.02,0.669%,28595000,113660,Capital Goods,Industrial Specialties,
FGIWW,FGI Industries Ltd. Warrant,$0.50,-0.1372,-21.532%,0,2027,Capital Goods,Industrial Specialties,
FGMCU,FG Merger Corp. Unit,$10.02,0.03,0.30%,0,77254,,,
FHB,First Hawaiian Inc. Common Stock,$28.21,0.04,0.142%,3615318928,507194,Finance,Major Banks,
FHLT,Future Health ESG Corp. Common stock,$9.82,-0.04,-0.406%,0,863,,,
FHLTW,Future Health ESG Corp. Warrant,$0.33,0,0.00%,0,2700,,,
FHTX,Foghorn Therapeutics Inc. Common Stock,$11.21,0.5,4.669%,464340216,172815,Consumer Durables,Specialty Chemicals,
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,$9.92,0,0.00%,285200000,2,,,
FIACW,Focus Impact Acquisition Corp. Warrant,$0.30,-0.03,-9.091%,0,88465,,,
FIBK,First Interstate BancSystem Inc. Class A Common Stock,$39.24,0.24,0.615%,4281406631,805271,Finance,Major Banks,
FICV,Frontier Investment Corp Class A Ordinary Shares,$9.65,-0.02,-0.207%,241250000,52944,,,
FICVW,Frontier Investment Corp Warrants,$0.39,0,0.00%,0,5,,,
FINM,Marlin Technology Corporation Class A Ordinary Share,$9.80,0.01,0.102%,507150000,70145,Finance,Business Services,
FINMU,Marlin Technology Corporation Unit,$9.86,-0.02,-0.202%,0,505,Finance,Business Services,
FINW,FinWise Bancorp Common Stock,$17.45,0.2,1.159%,222871575,43589,Finance,Commercial Banks,
FISI,Financial Institutions Inc. Common Stock,$32.78,-0.52,-1.562%,508963292,69190,Finance,Major Banks,
FISV,Fiserv Inc. Common Stock,$95.45,1.46,1.553%,62252194582,3272085,Technology,EDP Services,
FITB,Fifth Third Bancorp Common Stock,$45.79,-0.06,-0.131%,31396947896,7080420,Finance,Major Banks,
FITBI,Fifth Third Bancorp Depositary Shares,$25.82,-0.0923,-0.356%,0,30051,Finance,Major Banks,
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,$23.35,-0.23,-0.975%,0,42811,Finance,Major Banks,
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,$25.42,-0.05,-0.196%,0,3864,Finance,Major Banks,
FIVE,Five Below Inc. Common Stock,$153.95,5.15,3.461%,8625108175,756623,Consumer Services,Department/Specialty Retail Stores,
FIVN,Five9 Inc. Common Stock,$85.03,1.91,2.298%,5879792359,874220,Technology,EDP Services,
FIXX,Homology Medicines Inc. Common Stock,$2.93,-0.07,-2.333%,167450303,731523,Health Care,Biotechnology: Pharmaceutical Preparations,
FIZZ,National Beverage Corp. Common Stock,$40.51,1.51,3.872%,3781018917,207759,Consumer Non-Durables,Beverages (Production/Distribution),
FKWL,Franklin Wireless Corp. Common Stock,$3.80,-0.05,-1.299%,44058264,2255,Public Utilities,Telecommunications Equipment,
FLAC,Frazier Lifesciences Acquisition Corporation Class A Ordinary Shares,$9.81,0,0.00%,174137310,2902,Finance,Business Services,
FLDM,Fluidigm Corporation Common Stock,$3.35,0.08,2.446%,258615233,884775,Capital Goods,Biotechnology: Laboratory Analytical Instruments,
FLGT,Fulgent Genetics Inc. Common Stock,$56.25,2.08,3.84%,1701703744,468455,Health Care,Medical Specialities,
FLIC,First of Long Island Corporation (The) Common Stock,$20.70,-0.37,-1.756%,481080337,33180,Finance,Major Banks,
FLL,Full House Resorts Inc. Common Stock,$8.81,0.09,1.032%,301544213,210215,Consumer Services,Movies/Entertainment,
FLMN,Falcon Minerals Corporation Class A Common Stock,$5.99,0.25,4.355%,277796673,2806731,Energy,Oil & Gas Production,
FLMNW,Falcon Minerals Corporation Warrant,$0.26,0.0188,7.794%,0,50405,Energy,Oil & Gas Production,
FLNC,Fluence Energy Inc. Class A Common Stock,$11.33,1.07,10.429%,1941017814,1758776,,,
FLNT,Fluent Inc. Common Stock,$1.81,0.06,3.429%,143452670,244198,Consumer Services,EDP Services,
FLUX,Flux Power Holdings Inc. Common Stock,$2.07,0.07,3.50%,33094129,60208,Capital Goods,Electrical Products,
FLWS,1-800-FLOWERS.COM Inc. Common Stock,$13.13,0.01,0.076%,854021785,912463,Consumer Services,Catalog/Specialty Distribution,
FLXS,Flexsteel Industries Inc. Common Stock,$19.73,1.25,6.764%,128003406,788243,Consumer Durables,Home Furnishings,
FLYW,Flywire Corporation Voting Common Stock,$23.29,0.78,3.465%,2479238131,644405,Technology,EDP Services,
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,$34.30,-0.07,-0.204%,448173507,12096,Finance,Savings Institutions,
FMBH,First Mid Bancshares Inc. Common Stock,$40.40,-0.15,-0.37%,825727480,22257,Finance,Major Banks,
FMIV,Forum Merger IV Corporation Class A Common stock,$9.725,0,0.00%,418213083,52193,,,
FMIVU,Forum Merger IV Corporation Unit,$9.80,-0.04,-0.407%,0,3600,,,
FMNB,Farmers National Banc Corp. Common Stock,$17.40,0.06,0.346%,591685504,58738,Finance,Major Banks,
FMTX,Forma Therapeutics Holdings Inc. Common Stock,$8.67,0.33,3.957%,433316283,672669,Health Care,Biotechnology: Pharmaceutical Preparations,
FNCB,FNCB Bancorp Inc. Common Stock,$9.68,-0.14,-1.426%,193501990,79734,Finance,Major Banks,
FNCH,Finch Therapeutics Group Inc. Common Stock,$5.17,0.14,2.783%,245465013,56385,Health Care,Biotechnology: Pharmaceutical Preparations,
FNGR,FingerMotion Inc. Common Stock,$2.78,0.06,2.206%,118336983,4475,Consumer Services,Telecommunications Equipment,
FNHC,FedNat Holding Company Common Stock,$1.21,0.01,0.833%,21110785,28454,Finance,Property-Casualty Insurers,
FNKO,Funko Inc. Class A Common Stock,$16.21,0.63,4.044%,651606565,525950,Consumer Non-Durables,Recreational Products/Toys,
FNLC,First Bancorp Inc  (ME) Common Stock,$29.90,-0.17,-0.565%,328863074,10367,Finance,Major Banks,
FNWB,First Northwest Bancorp Common Stock,$22.86,0.42,1.872%,227975876,23709,Finance,Banks,
FNWD,Finward Bancorp Common Stock,$47.99,0.73,1.545%,205136230,7043,Finance,Savings Institutions,
FOCS,Focus Financial Partners Inc. Class A Common Stock,$44.09,0.44,1.008%,3392590496,306852,Finance,Investment Managers,
