Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
INN,Summit Hotel Properties Inc. Common Stock,$9.85,-0.03,-0.304%,1047458436,664407,Consumer Services,Real Estate Investment Trusts,
INN^E,Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,$24.10,0.46,1.946%,,19674,,,
INN^F,Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,$23.3601,0.0201,0.086%,,3685,,,
INSI,Insight Select Income Fund,$17.58,0.04,0.228%,188282415,16020,Finance,Investment Managers,
INSP,Inspire Medical Systems Inc. Common Stock,$207.41,9.39,4.742%,5709880736,163548,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
INT,World Fuel Services Corporation Common Stock,$25.38,-0.9,-3.425%,1610199456,590826,Energy,Oil Refining/Marketing,
INVH,Invitation Homes Inc. Common Stock,$39.50,0.4,1.023%,24002260676,2778214,Consumer Services,Real Estate Investment Trusts,
IO,Ion Geophysical Corporation Common Stock,$0.916,-0.094,-9.307%,27129209,3041418,Energy,Oilfield Services/Equipment,
IONQ,IonQ Inc. Common Stock,$12.49,1.08,9.465%,2404163929,1844344,Capital Goods,Wholesale Distributors,
IP,International Paper Company Common Stock,$43.19,0.65,1.528%,16255179904,3206489,Basic Industries,Containers/Packaging,
IPG,Interpublic Group of Companies Inc. (The) Common Stock,$34.84,0.67,1.961%,13725565006,4201536,Technology,Advertising,
IPI,Intrepid Potash Inc Common Stock,$67.96,-9.68,-12.468%,919400666,712305,Basic Industries,Major Chemicals,
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,$9.92,0.01,0.101%,570400000,370984,Finance,Business Services,
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,$10.05,0,0.00%,1444687500,947479,Finance,Business Services,
IQI,Invesco Quality Municipal Income Trust Common Stock,$11.19,-0.03,-0.267%,591769688,160955,Finance,Finance Companies,
IQV,IQVIA Holdings Inc. Common Stock,$215.01,3.92,1.857%,41048649846,748154,Health Care,Managed Health Care,
IR,Ingersoll Rand Inc. Common Stock,$48.40,0.74,1.553%,19745646796,2128395,Capital Goods,Industrial Machinery/Components,
IRL,New Ireland Fund Inc (The) Common Stock,$9.12,-0.28,-2.979%,33195906,4740,Finance,Trusts Except Educational Religious and Charitable,
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$48.68,0.65,1.353%,14108930193,2239816,Consumer Services,Real Estate Investment Trusts,
IRNT,IronNet Inc. Common Stock,$3.71,-0.33,-8.168%,329146117,3118802,Technology,EDP Services,
IRT,Independence Realty Trust Inc. Common Stock,$25.66,0.56,2.231%,5670108059,5367500,Consumer Services,Real Estate Investment Trusts,
ISD,PGIM High Yield Bond Fund Inc.,$14.01,0.14,1.009%,465926703,126473,Finance,Trusts Except Educational Religious and Charitable,
IT,Gartner Inc. Common Stock,$279.59,5.63,2.055%,23006734725,451779,Finance,Diversified Commercial Services,
ITGR,Integer Holdings Corporation Common Stock,$78.44,1.09,1.409%,2596171038,151539,Health Care,Medical/Dental Instruments,
ITT,ITT Inc. Common Stock ,$76.70,0.86,1.134%,6542510000,1215128,Capital Goods,Fluid Controls,
ITW,Illinois Tool Works Inc. Common Stock,$208.45,2.3,1.116%,65229620435,663057,Capital Goods,Industrial Machinery/Components,
IVC,Invacare Corporation Common Stock,$1.56,0.17,12.23%,54681401,1615705,Health Care,Industrial Specialties,
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,$2.18,0.01,0.461%,719127020,3265533,Consumer Services,Real Estate Investment Trusts,
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,$21.20,0.4872,2.352%,,6697,,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,$22.19,0.43,1.976%,,4789,,,
IVZ,Invesco Ltd Common Stock,$20.29,-0.02,-0.098%,9348630404,5094457,Finance,Investment Managers,
J,Jacobs Engineering Group Inc. Common Stock,$131.21,4.37,3.445%,16954522551,1377892,Capital Goods,Oilfield Services/Equipment,
JBGS,JBG SMITH Properties Common Shares ,$28.42,0.07,0.247%,3625062967,562163,Consumer Services,Real Estate Investment Trusts,
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,$26.7738,0.2738,1.033%,0,1071,Finance,Trusts Except Educational Religious and Charitable,
JBL,Jabil Inc. Common Stock,$55.81,1.64,3.028%,8007863080,1548652,Technology,Electrical Products,
JBT,John Bean Technologies Corporation Common Stock,$109.99,3.44,3.229%,3494406058,156404,Capital Goods,Diversified Manufacture,
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,$15.25,0.49,3.32%,244818407,25620,Finance,Trusts Except Educational Religious and Charitable,
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,$8.025,-0.015,-0.187%,222889608,38067,Finance,Trusts Except Educational Religious and Charitable,
JEF,Jefferies Financial Group Inc. Common Stock,$32.23,0.28,0.876%,7784200010,1490189,Finance,Investment Bankers/Brokers/Service,
JELD,JELD-WEN Holding Inc. Common Stock,$23.07,0.71,3.175%,2074660784,660072,,,
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock,$6.80,0.1411,2.119%,91178045,32103,Finance,Finance Companies,
JFR,Nuveen Floating Rate Income Fund Common Stock,$9.41,0.02,0.213%,535602784,115779,Finance,Trusts Except Educational Religious and Charitable,
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,$13.06,0.06,0.462%,302696753,43413,Finance,Investment Managers,
JHI,John Hancock Investors Trust Common Stock,$15.46,0.09,0.586%,136730884,10509,Finance,Trusts Except Educational Religious and Charitable,
JHS,John Hancock Income Securities Trust Common Stock,$13.06,0.04,0.307%,152104400,19747,Finance,Finance Companies,
JLL,Jones Lang LaSalle Incorporated Common Stock,$223.68,0.44,0.197%,11158299839,298927,Finance,Real Estate,
JLS,Nuveen Mortgage and Income Fund,$18.30,-0.02,-0.109%,100420152,8930,Finance,Investment Managers,
JMM,Nuveen Multi-Market Income Fund (MA),$6.57,-0.011,-0.167%,62167646,5898,Finance,Trusts Except Educational Religious and Charitable,
JNJ,Johnson & Johnson Common Stock,$176.14,4.45,2.592%,463119293350,10554447,Health Care,Biotechnology: Pharmaceutical Preparations,
JNPR,Juniper Networks Inc. Common Stock,$34.38,1.09,3.274%,11096437402,4647970,Technology,Computer peripheral equipment,
JOBY,Joby Aviation Inc. Common Stock,$4.87,0.61,14.319%,2942637112,6797766,Transportation,Aerospace,
JOE,St. Joe Company (The) Common Stock,$53.31,0.36,0.68%,3139028687,135798,Consumer Services,Homebuilding,
JOF,Japan Smaller Capitalization Fund Inc Common Stock,$7.22,0.14,1.977%,204570707,15208,Finance,Trusts Except Educational Religious and Charitable,
JPC,Nuveen Preferred & Income Opportunities Fund,$8.20,0.12,1.485%,861520962,316274,Finance,Investment Managers,
JPM,JP Morgan Chase & Co. Common Stock,$132.48,2.31,1.775%,391188132346,15092957,Finance,Major Banks,
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,$25.80,0.2,0.781%,,178490,,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,$25.44,0.19,0.752%,,184503,,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,$22.80,0.02,0.088%,,208815,,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,$20.88,0.02,0.096%,,520876,,,
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,$21.20,-0.05,-0.235%,,491280,,,
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,$20.03,0.08,0.401%,,322430,,,
JPS,Nuveen Preferred & Income Securities Fund,$7.97,0.09,1.142%,1639477426,828568,Finance,Investment Managers,
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,$21.15,0.06,0.284%,144797997,7801,Finance,Trusts Except Educational Religious and Charitable,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,$5.80,0.04,0.694%,786533882,677421,Finance,Finance Companies,
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,$14.16,0.1,0.711%,388744109,124197,Finance,Finance Companies,
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,$9.41,0.03,0.32%,381492861,141101,Finance,Investment Managers,
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,$10.96,0.01,0.091%,316661482,58489,Finance,Finance/Investors Services,
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,$13.48,-0.02,-0.148%,135954535,41324,Finance,Finance Companies,
JW/A,John Wiley & Sons Inc.,$52.30,0.16,0.307%,,134280,,,
JW/B,John Wiley & Sons Inc.,$50.00,0,0.00%,,100,,,
JWN,Nordstrom Inc. Common Stock,$24.71,0.48,1.981%,3938774000,4975699,Consumer Services,Clothing/Shoe/Accessory Stores,
K,Kellogg Company Common Stock,$61.32,1.07,1.776%,20814161068,2824873,Consumer Non-Durables,Packaged Foods,
KAI,Kadant Inc Common Stock,$194.75,0.15,0.077%,2263207667,31686,Technology,Industrial Machinery/Components,
KAMN,Kaman Corporation Common Stock,$42.23,0.61,1.466%,1177406902,163745,Capital Goods,Military/Government/Technical,
KAR,KAR Auction Services Inc Common Stock,$18.29,0.61,3.45%,2216401112,1241636,,,
KBH,KB Home Common Stock,$36.75,1.28,3.609%,3243822062,1137520,,,
KBR,KBR Inc. Common Stock,$52.94,-0.8,-1.489%,7385162770,1277332,Capital Goods,Oilfield Services/Equipment,
KEX,Kirby Corporation Common Stock,$68.09,-0.78,-1.133%,4099086090,812349,Transportation,Marine Transportation,
KEY,KeyCorp Common Stock,$23.84,0.03,0.126%,22117822979,6940391,Finance,Major Banks,
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,$26.38,-0.04,-0.151%,,46151,,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,$25.12,0.27,1.087%,,32472,,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,$25.02,0.15,0.603%,,55134,,,
KEYS,Keysight Technologies Inc. Common Stock,$149.66,5.68,3.945%,27234387180,1182348,Capital Goods,Industrial Machinery/Components,
KF,Korea Fund Inc. (The) New Common Stock,$28.86,0.33,1.157%,144876507,1267,Finance,Investment Managers,
KFY,Korn Ferry Common Stock,$64.79,2.1,3.35%,3512654640,521112,Technology,Diversified Commercial Services,
KIM,Kimco Realty Corporation Common Stock,$23.65,0.4,1.72%,14585405793,4164699,Consumer Services,Real Estate Investment Trusts,
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,$24.66,-0.07,-0.283%,,51744,,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,$24.525,0.045,0.184%,,20389,,,
KIND,Nextdoor Holdings Inc. Class A Common Stock,$5.41,0.3,5.871%,2075566317,1715261,Consumer Services,EDP Services,
KKR,KKR & Co. Inc. Common Stock,$52.08,1.23,2.419%,30786852953,3419145,Finance,Investment Managers,
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,$65.57,0.38,0.583%,,40343,,,
KLR,Kaleyra Inc. Common Stock,$6.00,0.05,0.84%,254170998,299137,Technology,Internet and Information Services,
KMB,Kimberly-Clark Corporation Common Stock,$121.05,1.93,1.62%,40785180520,2267242,Basic Industries,Paper,
KMI,Kinder Morgan Inc. Common Stock,$17.32,-0.22,-1.254%,39222570338,18836717,Public Utilities,Natural Gas Distribution,
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,$23.99,0,0.00%,0,22989,,,
KMPR,Kemper Corporation,$52.57,0.6,1.155%,3348107074,216566,Finance,Property-Casualty Insurers,
KMT,Kennametal Inc. Common Stock,$29.14,-0.05,-0.171%,2421263289,718094,Capital Goods,Industrial Machinery/Components,
KMX,CarMax Inc,$100.92,2.37,2.405%,16316732077,1029002,Consumer Services,Other Specialty Stores,
KNSL,Kinsale Capital Group Inc. Common Stock,$217.15,5.94,2.812%,4959724023,89535,Finance,Property-Casualty Insurers,
KNX,Knight-Swift Transportation Holdings Inc.,$52.77,1.13,2.188%,8769903081,1250754,Transportation,Trucking Freight/Courier Services,
KO,Coca-Cola Company (The) Common Stock,$59.62,1.08,1.845%,258480918623,18605779,Consumer Non-Durables,Beverages (Production/Distribution),
KODK,Eastman Kodak Company Common New,$4.20,0.05,1.205%,330339240,973190,Miscellaneous,Business Services,
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,$27.57,-0.39,-1.395%,582472300,123573,Basic Industries,Industrial Specialties,
KR,Kroger Company (The) Common Stock,$56.19,0.77,1.389%,40793940000,6127074,Consumer Services,Food Chains,
KRC,Kilroy Realty Corporation Common Stock,$73.38,0.1,0.136%,8564625950,568418,Consumer Services,Real Estate Investment Trusts,
KREF,KKR Real Estate Finance Trust Inc. Common Stock,$19.78,0.1,0.508%,1333954279,373632,Consumer Services,Real Estate Investment Trusts,
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,$24.37,0.37,1.542%,,25966,,,
KRG,Kite Realty Group Trust Common Stock,$21.97,0.01,0.046%,4810240193,1531976,Consumer Services,Real Estate Investment Trusts,
KRO,Kronos Worldwide Inc Common Stock,$14.94,-0.31,-2.033%,1725322833,145951,Basic Industries,Major Chemicals,
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,$15.48,0.01,0.065%,930071806,298329,Energy,Oil & Gas Production,
KSM,DWS Strategic Municipal Income Trust,$10.42,-0.04,-0.382%,116745065,8844,Finance,Trusts Except Educational Religious and Charitable,
KSS,Kohl's Corporation Common Stock,$53.82,-0.13,-0.241%,7489486951,2108025,Consumer Services,Department/Specialty Retail Stores,
KTF,DWS Municipal Income Trust,$10.30,-0.09,-0.866%,406859661,120354,Finance,Finance Companies,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,$31.6579,-0.0921,-0.29%,0,613,Finance,Investment Managers,
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),$29.50,0,0.00%,0,4182,,,
KW,Kennedy-Wilson Holdings Inc. Common Stock,$22.99,-0.16,-0.691%,3169743836,459460,Consumer Services,Real Estate,
KWR,Quaker Houghton Common Stock,$172.80,1.21,0.705%,3093006816,56876,Basic Industries,Automotive Aftermarket,
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,$8.19,-0.08,-0.967%,1035605467,1183383,Finance,Finance/Investors Services,
L,Loews Corporation Common Stock,$62.67,1,1.622%,15554847103,922302,Finance,Property-Casualty Insurers,
LAD,Lithia Motors Inc. Common Stock,$326.07,9.31,2.939%,9615115966,187602,Consumer Services,Other Specialty Stores,
LAW,CS Disco Inc. Common Stock,$28.19,1.35,5.03%,1641396832,277446,Technology,Computer Software: Prepackaged Software,
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,$13.49,-0.56,-3.986%,2510508142,1529269,Energy,Oilfield Services/Equipment,
LC,LendingClub Corporation Common Stock,$14.12,0.55,4.053%,1426740207,1852392,Finance,Finance Companies,
LCI,Lannett Co Inc Common Stock,$0.7526,-0.0104,-1.363%,32324282,361117,Health Care,Biotechnology: Pharmaceutical Preparations,
LCII,LCI Industries,$120.52,5.91,5.157%,3046981337,213584,Capital Goods,Auto Parts:O.E.M.,
LDOS,Leidos Holdings Inc. Common Stock,$103.97,1.52,1.484%,14608352052,894010,Technology,EDP Services,
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,$21.63,0.21,0.98%,628983550,73972,Finance,Finance Companies,
LEA,Lear Corporation Common Stock,$138.12,1.64,1.202%,8246180570,572971,Capital Goods,Auto Parts:O.E.M.,
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,$9.85,0,0.00%,450413137,22431,Finance,Business Services,
LEG,Leggett & Platt Incorporated Common Stock,$36.30,0.49,1.368%,4855007606,1344380,Consumer Durables,Home Furnishings,
LEN,Lennar Corporation Class A Common Stock,$86.27,2.93,3.516%,25387949092,2091380,Consumer Services,Building operators,
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,$7.21,0,0.00%,449011489,92593,Finance,Trusts Except Educational Religious and Charitable,
LEVI,Levi Strauss & Co Class A Common Stock,$18.60,0.38,2.086%,7412425686,1612582,Basic Industries,Industrial Specialties,
LFG,Archaea Energy Inc. Class A Common Stock,$18.64,-0.03,-0.161%,1084351449,460547,,,
LFT,Lument Finance Trust Inc. Common Stock,$3.03,0,0.00%,158242211,98300,Consumer Services,Real Estate Investment Trusts,
LGI,Lazard Global Total Return and Income Fund Common Stock,$16.52,0.2,1.225%,214919600,36103,,,
LH,Laboratory Corporation of America Holdings Common Stock,$271.53,5.87,2.21%,25360902000,571636,Health Care,Medical Specialities,
LHX,L3Harris Technologies Inc. Common Stock,$258.11,8,3.199%,49832239191,1719000,Capital Goods,Industrial Machinery/Components,
LII,Lennox International Inc. Common Stock,$268.49,5.3,2.014%,9836634300,305266,Capital Goods,Industrial Machinery/Components,
LL,LL Flooring Holdings Inc. Common Stock,$15.26,0.24,1.598%,444683557,176452,Consumer Services,RETAIL: Building Materials,
LLY,Eli Lilly and Company Common Stock,$275.46,6.46,2.401%,262333539328,4395214,Health Care,Biotechnology: Pharmaceutical Preparations,
LMND,Lemonade Inc. Common Stock,$18.79,1.49,8.613%,1159092868,2054845,Finance,Property-Casualty Insurers,
LMT,Lockheed Martin Corporation Common Stock,$448.67,4.22,0.949%,122184921440,1778156,Capital Goods,Aerospace,
LNC,Lincoln National Corporation Common Stock,$62.13,0.2,0.323%,10714611505,1219467,Finance,Life Insurance,
LNFA,L&amp,F Acquisition Corp. Class A Ordinary Shares,$10.09,0,0.00%,2021,311,Finance,Business Services
LNN,Lindsay Corporation Common Stock,$143.41,0.3,0.21%,1573550737,33262,Capital Goods,Industrial Machinery/Components,
LOW,Lowe's Companies Inc. Common Stock,$231.07,4.56,2.013%,154816900000,3413581,Consumer Services,RETAIL: Building Materials,
LPI,Laredo Petroleum Inc. Common Stock,$68.29,0.55,0.812%,1181696989,1015796,Energy,Oil & Gas Production,
LPX,Louisiana-Pacific Corporation Common Stock,$68.43,3.57,5.504%,5875197042,981491,,,
LRN,Stride Inc. Common Stock,$32.53,0.52,1.624%,1391885215,402459,Miscellaneous,Other Consumer Services,
LSI,Life Storage Inc. Common Stock,$130.08,-0.24,-0.184%,10886255234,348222,Consumer Services,Real Estate Investment Trusts,
LTC,LTC Properties Inc. Common Stock,$35.82,-0.62,-1.701%,1414779280,249401,Consumer Services,Real Estate Investment Trusts,
LTHM,Livent Corporation Common Stock,$21.59,0.56,2.663%,3490886755,2543638,Basic Industries,Industrial Specialties,
LUB,Luby's Inc. Common Stock,$2.76,-0.01,-0.361%,85613083,17224,Consumer Services,Restaurants,
LUMN,Lumen Technologies Inc. Common Stock,$10.78,0.07,0.654%,11031952575,11723850,Public Utilities,Telecommunications Equipment,
LUV,Southwest Airlines Company Common Stock,$42.06,1.96,4.888%,24913899389,11076782,Transportation,Air Freight/Delivery Services,
LVS,Las Vegas Sands Corp. Common Stock,$32.66,0.57,1.776%,24951905300,10515012,Consumer Services,Hotels/Resorts,
LXP,LXP Industrial Trust Common Stock (Maryland REIT),$15.42,0.07,0.456%,4404769892,2536200,Consumer Services,Real Estate Investment Trusts,
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,$53.22,0.7799,1.487%,,418,,,
LXU,LSB Industries Inc. Common Stock,$18.34,-0.91,-4.727%,1642606731,827686,Basic Industries,Industrial Specialties,
LYV,Live Nation Entertainment Inc. Common Stock,$111.76,3.72,3.443%,25104181755,1811161,Consumer Services,Movies/Entertainment,
LZB,La-Z-Boy Incorporated Common Stock,$28.79,0.29,1.018%,1244371658,864865,Consumer Durables,Home Furnishings,
M,Macy's Inc Common Stock,$24.86,1.07,4.498%,7269064000,11527454,Consumer Services,Department/Specialty Retail Stores,
MA,Mastercard Incorporated Common Stock,$335.00,6.41,1.951%,327454607065,3737764,Miscellaneous,Business Services,
MAA,Mid-America Apartment Communities Inc. Common Stock,$205.58,0.16,0.078%,23711808331,640296,Consumer Services,Real Estate Investment Trusts,
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,$61.66,1.66,2.767%,,2107,,,
MAC,Macerich Company (The) Common Stock,$14.53,0.38,2.686%,3116967812,2437998,Consumer Services,Real Estate Investment Trusts,
MAIN,Main Street Capital Corporation Common Stock,$40.89,0.95,2.379%,2931501745,263251,Finance,Finance/Investors Services,
MAN,ManpowerGroup Common Stock,$94.66,2.46,2.668%,5065190054,568378,Technology,Professional Services,
MAS,Masco Corporation Common Stock,$55.65,1.54,2.846%,13351896202,2840401,Capital Goods,Building Products,
MATX,Matson Inc. Common Stock,$113.55,-1.33,-1.158%,4641787172,756144,Transportation,Marine Transportation,
MAV,Pioneer Municipal High Income Advantage Fund Inc.,$9.96,-0.01,-0.10%,238187812,69729,Finance,Finance Companies,
MBI,MBIA Inc. Common Stock,$14.74,0.17,1.167%,804876816,371972,Finance,Property-Casualty Insurers,
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,$13.14,-0.07,-0.53%,452091121,89398,Finance,Trusts Except Educational Religious and Charitable,
MCD,McDonald's Corporation Common Stock,$232.57,6.39,2.825%,172935497865,5087125,Consumer Services,Restaurants,
MCI,Barings Corporate Investors Common Stock,$14.49,-0.3,-2.028%,293592308,20113,Finance,Trusts Except Educational Religious and Charitable,
MCK,McKesson Corporation Common Stock,$290.63,5.78,2.029%,43535902598,1363823,Health Care,Other Pharmaceuticals,
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,$7.72,-0.12,-1.531%,161977566,40673,,,
MCO,Moody's Corporation Common Stock,$306.71,5.4,1.792%,56802692000,936189,Technology,Advertising,
MCR,MFS Charter Income Trust Common Stock,$6.96,-0.05,-0.713%,309649788,167173,Finance,Trusts Except Educational Religious and Charitable,
MCS,Marcus Corporation (The) Common Stock,$17.02,0.08,0.472%,534914244,184000,Consumer Services,Movies/Entertainment,
MCY,Mercury General Corporation Common Stock,$52.26,-1.3,-2.427%,2893677381,209262,Finance,Property-Casualty Insurers,
MD,Mednax Inc. Common Stock,$23.17,-0.4,-1.697%,2003569794,529358,Health Care,Medical Specialities,
MDC,M.D.C. Holdings Inc. Common Stock,$42.04,1.29,3.166%,2991612140,712938,Capital Goods,Homebuilding,
MDT,Medtronic plc. Ordinary Shares,$105.40,2.18,2.112%,141398229361,5017910,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
MDU,MDU Resources Group Inc. Common Stock (Holding Company),$25.75,0.3,1.179%,5236281555,1961428,,,
MED,MEDIFAST INC Common Stock,$169.44,5.85,3.576%,1955783227,96200,Miscellaneous,Other Consumer Services,
MEG,Montrose Environmental Group Inc. Common Stock,$51.32,0.75,1.483%,1522830523,131547,Consumer Services,Professional Services,
MEI,Methode Electronics Inc. Common Stock,$41.90,-0.31,-0.734%,1547381414,211037,Capital Goods,Electrical Products,
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,$26.16,0.18,0.693%,,65596,,,
MET,MetLife Inc. Common Stock,$65.32,0.63,0.974%,53894110898,3780553,Finance,Life Insurance,
MET^A,MetLife Inc. Preferred Series A Floating Rate,$22.40,0.03,0.134%,,59921,,,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,$25.26,0.07,0.278%,,57099,,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,$22.68,-0.01,-0.044%,,165711,,,
MFA,MFA Financial Inc.,$4.22,0.02,0.476%,1793713131,2438931,Consumer Services,Real Estate Investment Trusts,
MFA^B,MFA Financial Inc. Preferred Series B,$24.5933,0.4249,1.758%,,12846,,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$22.43,0.39,1.77%,,19656,,,
MFD,Macquarie First Trust Global Common Stock,$9.49,0.0399,0.422%,81115225,17341,Finance,Trusts Except Educational Religious and Charitable,
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,$12.21,-0.08,-0.651%,462712700,41298,Finance,Finance Companies,
MFM,MFS Municipal Income Trust Common Stock,$6.16,-0.05,-0.805%,253715807,64527,Finance,Finance Companies,
MFV,MFS Special Value Trust Common Stock,$5.97,0.12,2.051%,43400903,3025,Finance,Trusts Except Educational Religious and Charitable,
MG,Mistras Group Inc Common Stock,$6.54,0.05,0.77%,193232560,43754,Miscellaneous,Diversified Manufacture,
MGF,MFS Government Markets Income Trust Common Stock,$3.77,-0.04,-1.05%,122850313,124534,Finance,Trusts Except Educational Religious and Charitable,
MGM,MGM Resorts International Common Stock,$40.09,1.29,3.325%,17606416264,5524724,Consumer Services,Hotels/Resorts,
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,$36.64,0.26,0.715%,5743331908,516053,Consumer Services,Real Estate Investment Trusts,
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,$25.00,0.13,0.523%,0,16629,Finance,Investment Managers,
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,$21.33,0.08,0.376%,0,26978,Finance,Investment Managers,
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,$18.99,0.19,1.011%,0,21262,Finance,Investment Managers,
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,$23.69,0.38,1.63%,293123311,28733,Finance,Trusts Except Educational Religious and Charitable,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,$21.56,-0.06,-0.278%,4886957337,3048834,Energy,Oil & Gas Production,
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,$14.30,-0.02,-0.14%,763002068,52497,Finance,Trusts Except Educational Religious and Charitable,
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,$6.97,-0.03,-0.429%,150909024,27253,Finance,Finance/Investors Services,
MHI,Pioneer Municipal High Income Fund Inc.,$10.62,0,0.00%,241831726,31094,Finance,Investment Managers,
MHK,Mohawk Industries Inc. Common Stock,$138.30,7.26,5.54%,8999323864,687222,Consumer Durables,Home Furnishings,
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,$12.78,-0.03,-0.234%,397867254,56817,Finance,Finance Companies,
MHO,M/I Homes Inc. Common Stock,$48.88,1.6,3.384%,1391106714,277738,Capital Goods,Homebuilding,
