Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
PM,Philip Morris International Inc Common Stock,$92.66,3.07,3.427%,143607045523,8224630,Consumer Non-Durables,Farming/Seeds/Milling,
PMF,PIMCO Municipal Income Fund Common Stock,$12.25,-0.16,-1.289%,318843000,63002,Finance,Finance/Investors Services,
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,$11.61,-0.07,-0.599%,735121980,181073,Finance,Investment Managers,
PMM,Putnam Managed Municipal Income Trust Common Stock,$7.14,0,0.00%,349461945,52228,Finance,Investment Managers,
PMO,Putnam Municipal Opportunities Trust Common Stock,$11.71,-0.025,-0.213%,399631175,94374,Finance,Finance Companies,
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,$16.28,0.2,1.244%,1585254337,961855,Consumer Services,Real Estate Investment Trusts,
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,$26.73,0.37,1.404%,,11141,,,
PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,$26.0302,0.2552,0.99%,,5404,,,
PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,$22.25,0.4,1.831%,,17012,,,
PMVC,PMV Consumer Acquisition Corp. Class A Common Stock,$9.86,-0.01,-0.101%,215687500,1606,,,
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,$10.50,-0.01,-0.095%,349188000,58892,Finance,Trusts Except Educational Religious and Charitable,
PNC,PNC Financial Services Group Inc. (The) Common Stock,$185.24,1.88,1.025%,77514566967,2114825,Finance,Major Banks,
PNC^P,PNC Financial Services Group Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P,$25.21,0.0048,0.019%,,162252,,,
PNF,PIMCO New York Municipal Income Fund Common Stock,$10.32,0.045,0.438%,81012000,24174,Finance,Finance Companies,
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,$9.66,-0.07,-0.719%,108220980,24241,Finance,Trusts Except Educational Religious and Charitable,
PNM,PNM Resources Inc. (Holding Co.) Common Stock,$45.71,0.12,0.263%,3923512091,524124,Public Utilities,Electric Utilities: Central,
PNW,Pinnacle West Capital Corporation Common Stock,$73.77,0.5,0.682%,8330988402,568970,Public Utilities,Electric Utilities: Central,
POLY,Plantronics Inc. Common Stock,$24.24,0.73,3.105%,1036959809,193171,Public Utilities,Telecommunications Equipment,
POR,Portland General Electric Co Common Stock,$54.44,0.65,1.208%,4876374317,398996,Public Utilities,Electric Utilities: Central,
POST,Post Holdings Inc. Common Stock,$66.85,0.04,0.06%,4135313257,810877,Consumer Non-Durables,Food Distributors,
PPG,PPG Industries Inc. Common Stock,$123.37,1.42,1.164%,29133593688,1654427,Basic Industries,Paints/Coatings,
PPL,PPL Corporation Common Stock,$26.50,0.35,1.338%,19487089953,6830737,Public Utilities,Electric Utilities: Central,
PPT,Putnam Premier Income Trust Common Stock,$3.87,0.04,1.044%,395560993,217938,Finance,Finance Companies,
PRA,ProAssurance Corporation Common Stock,$25.07,-0.19,-0.752%,1353449101,153452,Finance,Property-Casualty Insurers,
PRG,PROG Holdings Inc. Common Stock,$28.38,1.38,5.111%,1565382735,648110,Technology,Diversified Commercial Services,
PRGO,Perrigo Company plc Ordinary Shares,$37.87,0.33,0.879%,5066427195,1264122,Health Care,Biotechnology: Pharmaceutical Preparations,
PRI,Primerica Inc. Common Stock,$126.03,-0.93,-0.733%,4945898887,253564,Finance,Life Insurance,
PRLB,Proto Labs Inc. Common stock,$49.11,0.2,0.409%,1348899557,230506,Capital Goods,Office Equipment/Supplies/Services,
PRO,PROS Holdings Inc. Common Stock,$30.10,1.76,6.21%,1355650843,300777,Technology,EDP Services,
PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares,$9.90,0,0.00%,1074150000,43190,Finance,Business Services,
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,$25.35,0.21,0.835%,863460723,30370,Finance,Life Insurance,
PRT,PermRock Royalty Trust Trust Units,$8.85,-0.31,-3.384%,107666728,46759,Energy,Oil & Gas Production,
PRTY,Party City Holdco Inc. Common Stock,$3.36,0.16,5.00%,377838424,2804946,Miscellaneous,Diversified Commercial Services,
PRU,Prudential Financial Inc. Common Stock,$109.79,0.53,0.485%,41281040000,1769697,Finance,Life Insurance,
PSA,Public Storage Common Stock,$355.14,-4.93,-1.369%,62313662755,811888,Consumer Services,Real Estate Investment Trusts,
PSA^F,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share,$24.50,-0.3,-1.21%,,42344,,,
PSA^G,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G,$24.20,-0.2,-0.82%,,18606,,,
PSA^H,Public Storage Depositary Shares Each Representing 1/1000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest Series H,$25.49,-0.14,-0.546%,,31672,,,
PSA^I,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share,$23.49,-0.28,-1.178%,,26387,,,
PSA^J,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share,$22.48,-0.07,-0.31%,,16259,,,
PSA^K,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K,$23.48,-0.15,-0.635%,,11273,,,
PSA^L,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share,$22.53,-0.03,-0.133%,,29963,,,
PSA^M,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M,$20.60,-0.23,-1.104%,,13719,,,
PSA^N,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N,$19.465,-0.005,-0.026%,,15930,,,
PSA^O,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O,$19.25,-0.11,-0.568%,,233486,,,
PSA^P,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P,$19.89,0.03,0.151%,,101304,,,
PSA^Q,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share,$19.945,0.0309,0.155%,,19224,,,
PSA^R,Public Storage Depositary Shares Each Representing 1/1000 of a 4.00% Cumulative Preferred Share of Bene cial Interest Series R,$19.80,-0.087,-0.437%,,83124,,,
PSA^S,Public Storage Depositary Shares Each Representing 1/1000 of a 4.100% Cumulative Preferred Share of Beneficial Interest Series S,$20.0401,-0.0099,-0.049%,,49684,,,
PSB,PS Business Parks Inc. (MD) Common Stock,$156.11,-1,-0.636%,4309592486,77112,Consumer Services,Real Estate Investment Trusts,
PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X,$24.29,0.02,0.082%,,12749,,,
PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y,$24.10,-0.15,-0.619%,,36195,,,
PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z  par value $0.01 per share,$22.24,-0.25,-1.112%,,48279,,,
PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock,$19.9076,-0.0474,-0.238%,,7943,,,
PSX,Phillips 66 Common Stock,$75.34,-2.93,-3.743%,33033695739,5921599,Energy,Integrated oil Companies,
PTY,Pimco Corporate & Income Opportunity Fund,$13.68,0.2,1.484%,1561024800,533382,Finance,Investment Managers,
PUMP,ProPetro Holding Corp. Common Stock,$12.91,-0.55,-4.086%,1338847261,1373337,Energy,Oilfield Services/Equipment,
PVH,PVH Corp. Common Stock,$75.03,2.55,3.518%,5354120542,1735364,,,
PVL,Permianville Royalty Trust Trust Units ,$2.70,-0.04,-1.46%,89100000,392382,Energy,Oil & Gas Production,
PWR,Quanta Services Inc. Common Stock,$121.67,-0.93,-0.759%,17361130504,1090579,Capital Goods,Engineering & Construction,
PXD,Pioneer Natural Resources Company Common Stock,$227.79,-1.55,-0.676%,55326549777,2967421,Energy,Oil & Gas Production,
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,$8.36,-0.08,-0.948%,47952960,26582,Finance,Investment Managers,
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,$24.20,-0.075,-0.309%,0,31131,Finance,Trusts Except Educational Religious and Charitable,
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,$23.02,-0.29,-1.244%,0,2090,,,
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,$9.09,-0.25,-2.677%,203788710,113619,Finance,Investment Managers,
PZN,Pzena Investment Management Inc Class A Common Stock,$8.11,0.07,0.871%,598859390,98321,Finance,Investment Managers,
QS,QuantumScape Corporation Class A Common Stock,$14.35,0.45,3.237%,6168187957,7724527,Capital Goods,Auto Parts:O.E.M.,
QUAD,Quad Graphics Inc Class A Common Stock,$6.10,0.44,7.774%,341439137,888006,Consumer Services,Recreational Products/Toys,
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,$21.56,0.56,2.667%,0,36727,,,
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,$22.02,0.67,3.138%,0,26975,,,
R,Ryder System Inc. Common Stock,$78.59,1.11,1.433%,4228123060,290412,Miscellaneous,Rental/Leasing Companies,
RAD,Rite Aid Corporation Common Stock,$8.69,0.11,1.282%,484747092,2649909,Health Care,Medical/Nursing Services,
RAMP,LiveRamp Holdings Inc. Common Stock,$36.36,2.52,7.447%,2478910702,603461,Technology,EDP Services,
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,$9.91,0,0.00%,712281250,104782,Finance,Business Services,
RC,Ready Capital Corproation Common Stock,$15.19,-0.01,-0.066%,1265759019,989968,Consumer Services,Real Estate Investment Trusts,
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,$22.66,-0.1613,-0.707%,,297,,,
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,$22.60,-0.07,-0.309%,,2473,,,
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,$26.42,0.08,0.304%,0,8850,Consumer Services,Real Estate Investment Trusts,
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,$25.22,-0.02,-0.079%,0,2309,,,
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,$25.01,-0.08,-0.319%,0,21577,Finance,Finance Companies,
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,$70.70,2.58,3.787%,18028695910,3835563,,,
RCS,PIMCO Strategic Income Fund Inc.,$5.48,-0.03,-0.544%,244457320,204348,Finance,Investment Managers,
RDN,Radian Group Inc. Common Stock,$23.51,0.12,0.513%,4126606644,2525964,Finance,Property-Casualty Insurers,
RDW,Redwire Corporation Common Stock,$6.13,0.37,6.424%,365723603,202207,Capital Goods,Aerospace,
RES,RPC Inc. Common Stock,$10.08,-0.46,-4.364%,2183193190,2202025,Energy,Oilfield Services/Equipment,
REV,Revlon Inc. New Common Stock,$8.41,0.27,3.317%,451336215,108185,Consumer Non-Durables,Package Goods/Cosmetics,
REVG,REV Group Inc. Common Stock,$13.22,0.17,1.303%,832091839,394954,Capital Goods,Industrial Machinery/Components,
REX,REX American Resources Corporation,$94.29,0.82,0.877%,558229896,32308,Basic Industries,Major Chemicals,
REXR,Rexford Industrial Realty Inc. Common Stock,$70.75,1.11,1.594%,11357938697,1546145,Consumer Services,Real Estate Investment Trusts,
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,$25.25,0.3047,1.221%,,3651,,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,$25.06,0.06,0.24%,,5028,,,
RF,Regions Financial Corporation Common Stock,$22.79,0.07,0.308%,21357560394,10311362,Finance,Major Banks,
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,$26.05,0.05,0.192%,,44990,,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,$25.5101,0.1151,0.453%,,44367,,,
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,$20.70,-0.0235,-0.113%,,55816,,,
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,$14.82,-0.05,-0.336%,390076657,16215,Finance,Investment Managers,
RFL,Rafael Holdings Inc. Class B Common Stock,$2.10,0,0.00%,45595353,182315,Health Care,Biotechnology: Pharmaceutical Preparations,
RGA,Reinsurance Group of America Incorporated Common Stock,$101.74,0.1,0.098%,6835902563,309111,Finance,Life Insurance,
RGR,Sturm Ruger & Company Inc. Common Stock,$70.57,-1.08,-1.507%,1241792062,238927,,,
RGS,Regis Corporation Common Stock,$1.89,0.19,11.176%,85977219,817157,,,
RH,RH Common Stock,$340.33,14.48,4.444%,7306447776,460246,Consumer Services,Other Specialty Stores,
RHI,Robert Half International Inc. Common Stock,$112.93,2.27,2.051%,12499768625,661148,Technology,Diversified Commercial Services,
RHP,Ryman Hospitality Properties Inc. (REIT),$89.86,0.99,1.114%,4948814311,414747,Consumer Services,Real Estate Investment Trusts,
RJF,Raymond James Financial Inc. Common Stock,$99.47,1.02,1.036%,20650175217,857617,Finance,Investment Bankers/Brokers/Service,
RKT,Rocket Companies Inc. Class A Common Stock,$10.25,-0.1,-0.966%,1241027268,5338502,Finance,Finance: Consumer Services,
RL,Ralph Lauren Corporation Common Stock,$108.02,0.43,0.40%,7687489694,1142654,Consumer Non-Durables,Apparel,
RLGY,Realogy Holdings Corp. Common Stock,$16.01,0.61,3.961%,1866694259,1148060,Finance,Real Estate,
RLI,RLI Corp. Common Stock (DE),$108.08,-0.72,-0.662%,4894871543,172223,Finance,Property-Casualty Insurers,
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,$13.45,0.16,1.204%,2239133512,1976800,Consumer Services,Real Estate Investment Trusts,
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,$26.36,0.16,0.611%,,17436,,,
RM,Regional Management Corp. Common Stock,$45.01,0.19,0.424%,442310299,48838,Finance,Finance: Consumer Services,
RMD,ResMed Inc. Common Stock,$244.31,7.73,3.267%,35726488152,464206,Health Care,Medical/Dental Instruments,
RMT,Royce Micro-Cap Trust Inc. Common Stock,$9.82,0.2,2.079%,443863489,113837,Finance,Investment Managers,
RNGR,Ranger Energy Services Inc. Class A Common Stock,$10.71,0.2,1.903%,267452166,31360,Energy,Oilfield Services/Equipment,
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,$24.20,0.17,0.707%,1151805219,108586,Finance,Investment Managers,
ROG,Rogers Corporation Common Stock,$273.20,0.55,0.202%,5137037245,255725,Capital Goods,Industrial Machinery/Components,
ROK,Rockwell Automation Inc. Common Stock,$261.02,4.67,1.822%,30329512286,679289,Capital Goods,Industrial Machinery/Components,
ROL,Rollins Inc. Common Stock,$33.43,0.07,0.21%,16450425185,1395516,Technology,Industrial Specialties,
ROP,Roper Technologies Inc. Common Stock,$445.80,10.7,2.459%,47077743843,321827,Capital Goods,Office Equipment/Supplies/Services,
RPM,RPM International Inc. Common Stock,$81.42,1.92,2.415%,10558198669,663127,Basic Industries,Paints/Coatings,
RPT,RPT Realty Common Stock,$13.22,0.06,0.456%,1121081277,488040,Consumer Services,Real Estate Investment Trusts,
RPT^D,RPT Realty 7.25% ,$57.34,0.17,0.297%,,1740,,,
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,$15.26,0.01,0.066%,2049424226,215812,Finance,Trusts Except Educational Religious and Charitable,
RRC,Range Resources Corporation Common Stock,$25.49,-0.07,-0.274%,6682101311,4491924,Energy,Oil & Gas Production,
RRX,Regal Rexnord Corporation Common Stock,$156.09,0.16,0.103%,10542663247,411165,Consumer Durables,Metal Fabrications,
RS,Reliance Steel & Aluminum Co. Common Stock (DE),$190.04,2.37,1.263%,11726348455,391544,Basic Industries,Steel/Iron Ore,
RSG,Republic Services Inc. Common Stock,$129.06,0.59,0.459%,40838629902,970387,Public Utilities,Environmental Services,
RTX,Raytheon Technologies Corporation Common Stock,$97.62,0.58,0.598%,145681350951,5417440,Capital Goods,Military/Government/Technical,
RVI,Retail Value Inc. Common Stock ,$3.28,-0.04,-1.205%,69264252,97527,Consumer Services,Real Estate Investment Trusts,
RVT,Royce Value Trust Inc. Common Stock,$16.12,0.26,1.639%,1707894463,295165,Finance,Trusts Except Educational Religious and Charitable,
RWT,Redwood Trust Inc. Common Stock,$10.93,0.23,2.15%,1313447662,862896,Consumer Services,Real Estate Investment Trusts,
RYAM,Rayonier Advanced Materials Inc. Common Stock,$6.46,0.22,3.526%,411750103,249072,Basic Industries,Industrial Specialties,
RYI,Ryerson Holding Corporation Common Stock,$32.95,0.71,2.202%,1265087638,194767,Basic Industries,Metal Fabrications,
RYN,Rayonier Inc. REIT Common Stock,$41.61,-0.66,-1.561%,6048821733,491017,Consumer Services,Real Estate Investment Trusts,
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,$25.18,0.03,0.119%,0,14744,Finance,Life Insurance,
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,$26.25,0.22,0.845%,0,37923,Finance,Life Insurance,
S,SentinelOne Inc. Class A Common Stock,$30.89,1.34,4.535%,8244883508,9645504,Technology,EDP Services,
SAFE,Safehold Inc. Common Stock,$55.91,0.53,0.957%,3463163690,263284,Consumer Services,Real Estate Investment Trusts,
SAH,Sonic Automotive Inc. Common Stock,$46.48,1.09,2.401%,1869214488,378775,Consumer Services,Other Specialty Stores,
SAIL,SailPoint Technologies Holdings Inc. Common Stock,$42.21,1.05,2.551%,3936658878,846962,Technology,Computer Software: Prepackaged Software,
SAK,Saratoga Investment Corp 7.25% Notes due 2025,$25.57,0.01,0.039%,0,1071,Finance,Finance Companies,
SAM,Boston Beer Company Inc. (The) Common Stock,$358.97,9.06,2.589%,4413108617,113597,Consumer Non-Durables,Beverages (Production/Distribution),
SAR,Saratoga Investment Corp New,$27.17,0.07,0.258%,328803352,14372,Finance,Investment Managers,
SAVE,Spirit Airlines Inc. Common Stock,$21.08,1.51,7.716%,2289303515,5446601,Transportation,Air Freight/Delivery Services,
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,$17.01,0.34,2.04%,1872384289,2310532,Miscellaneous,Diversified Commercial Services,
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,$8.77,-0.02,-0.228%,123501903,22283,Finance,Finance/Investors Services,
SBR,Sabine Royalty Trust Common Stock,$52.66,-1.42,-2.626%,767748308,102993,Energy,Oil & Gas Production,
SCCO,Southern Copper Corporation Common Stock,$68.42,-1.11,-1.596%,52894603577,1363021,Basic Industries,Precious Metals,
SCD,LMP Capital and Income Fund Inc. Common Stock,$13.72,0.22,1.63%,241024865,29553,Finance,Trusts Except Educational Religious and Charitable,
SCE^G,SCE Trust II Trust Preferred Securities,$21.93,0.21,0.967%,,19012,,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,$23.13,0.24,1.048%,,18110,,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,$22.02,-0.171,-0.771%,,20768,,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,$24.27,0.03,0.124%,,22473,,,
SCE^L,SCE TRUST VI,$21.4201,0.1901,0.895%,,35574,,,
SCHW,Charles Schwab Corporation (The) Common Stock,$83.17,-0.09,-0.108%,157516866470,5805356,Finance,Investment Bankers/Brokers/Service,
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,$25.20,0.06,0.239%,,25141,,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,$21.90,0.05,0.229%,,93190,,,
SCI,Service Corporation International Common Stock,$63.16,1.6,2.599%,10200821784,1401390,Miscellaneous,Other Consumer Services,
SCL,Stepan Company Common Stock,$98.04,-0.72,-0.729%,2198164644,113309,Consumer Non-Durables,Package Goods/Cosmetics,
SCM,Stellus Capital Investment Corporation Common Stock,$13.85,0.05,0.362%,270318691,156797,Finance,Finance/Investors Services,
SCS,Steelcase Inc. Common Stock,$11.60,-0.05,-0.429%,1300316210,465783,Consumer Durables,Office Equipment/Supplies/Services,
SCU,Sculptor Capital Management Inc. Class A Common Stock,$12.50,-0.26,-2.038%,331351925,198539,Finance,Investment Managers,
SCX,L.S. Starrett Company (The) Common Stock,$7.12,-0.05,-0.697%,51633208,16713,Consumer Durables,Home Furnishings,
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,$93.77,5.99,6.824%,52299088509,10166834,Technology,Computer Software: Prepackaged Software,
SEAS,SeaWorld Entertainment Inc. Common Stock,$64.71,1.65,2.617%,4895268921,618375,Consumer Services,Movies/Entertainment,
SEE,Sealed Air Corporation Common Stock,$66.70,0.59,0.892%,9882148138,1309703,Basic Industries,Containers/Packaging,
SEM,Select Medical Holdings Corporation Common Stock,$24.28,0.38,1.59%,3247383983,851569,Health Care,Hospital/Nursing Management,
SF,Stifel Financial Corporation Common Stock,$65.65,1.17,1.815%,6986523944,586875,Finance,Investment Bankers/Brokers/Service,
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,$25.30,0.28,1.119%,,19390,,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,$25.15,0.355,1.432%,,21094,,,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,$20.04,0.12,0.602%,,16290,,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,$23.465,0.1435,0.615%,0,9266,Finance,Investment Bankers/Brokers/Service,
SFBS,ServisFirst Bancshares Inc. Common Stock,$89.86,0.36,0.402%,4876979957,235784,Finance,Major Banks,
SFE,Safeguard Scientifics Inc. New Common Stock,$5.00,0.09,1.833%,82527970,41725,Finance,Finance/Investors Services,
SGU,Star Group L.P. Common Stock,$10.23,0.11,1.087%,385440221,53213,Public Utilities,Oil Refining/Marketing,
SHAK,Shake Shack Inc. Class A Common Stock,$62.69,1.41,2.301%,2637049333,1194893,Consumer Services,Restaurants,
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,$13.86,-0.04,-0.288%,5450992983,3523768,Energy,Oilfield Services/Equipment,
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,$11.33,0.02,0.177%,2485051761,5712214,Consumer Services,Real Estate Investment Trusts,
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,$23.97,0.1,0.419%,,2052,,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,$22.57,-0.0004,-0.002%,,4817,,,
SHW,Sherwin-Williams Company (The) Common Stock,$242.44,4.81,2.024%,63167169357,1757479,Basic Industries,Paints/Coatings,
SI,Silvergate Capital Corporation Class A Common Stock,$120.14,5.26,4.579%,3799367070,501240,,,
SI^A,Silvergate Capital Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,$20.23,-0.05,-0.247%,,16204,,,
SITC,SITE Centers Corp. Common Stock,$16.07,0.16,1.006%,3394559418,1978935,Consumer Services,Real Estate Investment Trusts,
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,$25.03,0.0387,0.155%,,1517,,,
SITE,SiteOne Landscape Supply Inc. Common Stock,$174.34,4.76,2.807%,7817616900,170243,,,
SIX,Six Flags Entertainment Corporation New Common Stock,$40.09,0.43,1.084%,3454995208,1102807,Consumer Services,Movies/Entertainment,
SJI,South Jersey Industries Inc. Common Stock,$34.32,-0.27,-0.781%,4028461317,1348000,Public Utilities,Oil/Gas Transmission,
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,$20.40,-0.15,-0.73%,0,62215,Public Utilities,Oil/Gas Transmission,
SJIV,South Jersey Industries Inc. Corporate Units,$70.31,0.07,0.10%,0,8643,Public Utilities,Oil/Gas Transmission,
SJM,J.M. Smucker Company (The) New Common Stock,$129.30,0.37,0.287%,14023670344,994575,Consumer Non-Durables,Packaged Foods,
SJT,San Juan Basin Royalty Trust Common Stock,$6.34,-0.31,-4.662%,295499767,752834,Energy,Oil & Gas Production,
SJW,SJW Group Common Stock (DE),$67.10,1.2,1.821%,2028872572,95833,Public Utilities,Water Supply,
SKT,Tanger Factory Outlet Centers Inc. Common Stock,$16.69,0.36,2.205%,1737174210,739044,Consumer Services,Real Estate Investment Trusts,
SKX,Skechers U.S.A. Inc. Common Stock,$37.15,1.27,3.54%,5797102770,1302229,Consumer Non-Durables,Shoe Manufacturing,
SKY,Skyline Champion Corporation Common Stock,$66.67,3.2,5.042%,3788664890,381482,Basic Industries,Homebuilding,
SLCA,U.S. Silica Holdings Inc. Common Stock,$14.68,-0.93,-5.958%,1101411231,1604343,Energy,Metal Fabrications,
SLG,SL Green Realty Corp Common Stock,$79.51,0.87,1.106%,5149920742,911544,Consumer Services,Real Estate Investment Trusts,
SLG^I,SL Green Realty Corporation Preferred Series I,$25.14,0.1201,0.48%,,5584,,,
SLVM,Sylvamo Corporation Common Stock,$34.89,1.36,4.056%,1533592881,584056,Consumer Services,Paper,
SM,SM Energy Company Common Stock,$36.96,0.91,2.524%,4504028686,3505243,Energy,Oil & Gas Production,
SMAR,Smartsheet Inc. Class A Common Stock,$43.49,0.29,0.671%,5512456266,4840882,Technology,EDP Services,
SMG,Scotts Miracle-Gro Company (The) Common Stock,$114.06,2.19,1.958%,6339898037,720183,Basic Industries,Agricultural Chemicals,
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,$14.21,-0.62,-4.181%,142436905,67517,Energy,Oilfield Services/Equipment,
SMM,Salient Midstream Common Shares of Beneficial Interest,$7.62,0,0.00%,135045054,98264,Finance,Trusts Except Educational Religious and Charitable,
SMP,Standard Motor Products Inc. Common Stock,$44.74,-0.29,-0.644%,982613972,112361,Capital Goods,Auto Parts:O.E.M.,
SMRT,SmartRent Inc. Class A Common Stock,$6.23,0.22,3.661%,1207773387,699731,Technology,EDP Services,
SNA,Snap-On Incorporated Common Stock,$202.59,-2.13,-1.04%,10821726732,576912,Capital Goods,Diversified Manufacture,
SNAP,Snap Inc. Class A Common Stock,$29.58,1.58,5.643%,48046699019,38223319,Technology,Internet and Information Services,
SNDA,Sonida Senior Living Inc. Common Stock,$30.50,-1.41,-4.419%,196594613,12100,Health Care,Hospital/Nursing Management,
